,link,gpt4_civic_label,gpt4_political_label,llama3-8b_civic_label,llama3-8b_political_label,llama3-70b_civic_label,llama3-70b_political_label,all_llms_agree_civic,llama_models_agree_civic,all_llms_agree_political_ideology,llama_models_agree_political_ideology
193,https://bsky.app/profile/rincewind.run/post/3kntowvrkyg2g,not civic,unclear,civic,moderate,civic,moderate,False,True,False,True
194,https://bsky.app/profile/machete.gay/post/3kngazrt44n2y,civic,right-leaning,civic,unclear,civic,unclear,True,True,False,True
195,https://bsky.app/profile/theabigailthorn.bsky.social/post/3kntvbg3a3322,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
196,https://bsky.app/profile/cait.bsky.social/post/3knt7cft32e24,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
197,https://bsky.app/profile/lethalityjane.bsky.social/post/3kngnbccuur2i,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
198,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntaaxglc22l,not civic,unclear,civic,unclear,civic,left-leaning,False,True,False,False
199,https://bsky.app/profile/garius.bsky.social/post/3knsii7lpjo25,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
200,https://bsky.app/profile/tkingfisher.bsky.social/post/3kntf5zvd6x2l,not civic,unclear,not civic,unclear,civic,left-leaning,False,False,False,False
201,https://bsky.app/profile/zitron.bsky.social/post/3kntj6lvtx42i,not civic,unclear,not civic,unclear,civic,left-leaning,False,False,False,False
202,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,civic,left-leaning,civic,unclear,not civic,unclear,False,False,False,True
203,https://bsky.app/profile/billcorbett.bsky.social/post/3knt3falxex2i,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
204,https://bsky.app/profile/kevinmkruse.bsky.social/post/3knql7vjojz2c,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
205,https://bsky.app/profile/tylerhuckabee.bsky.social/post/3kntjppn3yn2v,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
206,https://bsky.app/profile/esqueer.bsky.social/post/3knt7cwvifc2y,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
207,https://bsky.app/profile/hypervisible.bsky.social/post/3knt6poe6ic2l,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
208,https://bsky.app/profile/skippysbonezone.bsky.social/post/3knt7nflypc2a,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
209,https://bsky.app/profile/juliusgoat.bsky.social/post/3knstcvx3mc2f,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
210,https://bsky.app/profile/nkjemisin.bsky.social/post/3knswvmlf422q,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
211,https://bsky.app/profile/tomtomorrow.bsky.social/post/3knr4b7y5a22l,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
212,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntvjapsc32g,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
213,https://bsky.app/profile/iboudreau.bsky.social/post/3knr2zmw4lm2w,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
214,https://bsky.app/profile/amalasrosa.bsky.social/post/3knjtcqdiu62t,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
215,https://bsky.app/profile/ryanlcooper.com/post/3knt7p4omys2j,not civic,unclear,not civic,unclear,civic,unclear,False,False,True,True
216,https://bsky.app/profile/marygillis.bsky.social/post/3kntq5xnnyl2g,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
217,https://bsky.app/profile/m1randa.bsky.social/post/3knrmizpbum2h,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
218,https://bsky.app/profile/rbreich.bsky.social/post/3kntpz26quc2f,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
219,https://bsky.app/profile/ryanlcooper.com/post/3kngxbmxabd2z,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
220,https://bsky.app/profile/notalawyer.bsky.social/post/3kntrz53f2q2i,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
221,https://bsky.app/profile/marisakabas.bsky.social/post/3knuiccqspl24,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
222,https://bsky.app/profile/kilgoretrout.bsky.social/post/3knts2cfxms27,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
223,https://bsky.app/profile/kevinmkruse.bsky.social/post/3kntnyj44db2d,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
224,https://bsky.app/profile/abbycohenwl.bsky.social/post/3knt6xtspyd2e,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
225,https://bsky.app/profile/rollwithheather.bsky.social/post/3kntvyod4hp27,civic,left-leaning,not civic,unclear,civic,right-leaning,False,False,False,False
226,https://bsky.app/profile/mtsw.bsky.social/post/3kntaahklhu2u,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
227,https://bsky.app/profile/moiradonegan.bsky.social/post/3knt2pofmp52h,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
228,https://bsky.app/profile/nameshiv.bsky.social/post/3knsvvfel6s23,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
229,https://bsky.app/profile/ironspike.bsky.social/post/3knu4df74z22m,not civic,unclear,civic,left-leaning,not civic,unclear,False,False,False,False
230,https://bsky.app/profile/keithstack.com/post/3knswykquqt22,civic,right-leaning,civic,right-leaning,civic,left-leaning,True,True,False,False
231,https://bsky.app/profile/sjjphd.bsky.social/post/3kntkae5jxl2q,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
232,https://bsky.app/profile/jefftiedrich.bsky.social/post/3knsywh5dos2r,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
233,https://bsky.app/profile/daveanthony.bsky.social/post/3knsrsihslc27,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
234,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswcufzss2i,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
235,https://bsky.app/profile/alexandraerin.com/post/3kntmi4rzqi2a,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
236,https://bsky.app/profile/tkingfisher.bsky.social/post/3knsun2ioof2h,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
237,https://bsky.app/profile/thev.bsky.social/post/3knsonj5pf224,not civic,unclear,civic,right-leaning,civic,right-leaning,False,True,False,True
238,https://bsky.app/profile/lauren.rotatingsandwiches.com/post/3knssigwvnd2q,not civic,unclear,civic,unclear,civic,left-leaning,False,True,False,False
239,https://bsky.app/profile/jonrosenberg.bsky.social/post/3knt3tv3fwt2q,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
240,https://bsky.app/profile/chadloder.bsky.social/post/3kns2wyiba22r,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
241,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knstbz6yas22,civic,right-leaning,civic,left-leaning,civic,left-leaning,True,True,False,True
242,https://bsky.app/profile/parismarx.bsky.social/post/3knszodnag223,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
243,https://bsky.app/profile/phillewis.bsky.social/post/3kntqnr52bf2x,civic,unclear,not civic,unclear,not civic,unclear,False,True,True,True
244,https://bsky.app/profile/mtsw.bsky.social/post/3kntcbvt5px2d,civic,right-leaning,not civic,unclear,civic,left-leaning,False,False,False,False
245,https://bsky.app/profile/chup.blakereid.org/post/3knt4e5hh622u,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
246,https://bsky.app/profile/friede.bsky.social/post/3kntkevzxls2n,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
247,https://bsky.app/profile/ohnoshetwitnt.bsky.social/post/3knswltbh2622,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
248,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswfyabn22j,not civic,unclear,civic,unclear,civic,right-leaning,False,True,False,False
249,https://bsky.app/profile/gabino.bsky.social/post/3knt53kzb2s2b,not civic,unclear,civic,unclear,not civic,unclear,False,False,True,True
250,https://bsky.app/profile/jameeljaffer.bsky.social/post/3knst4cru622w,civic,unclear,not civic,unclear,not civic,unclear,False,True,True,True
251,https://bsky.app/profile/scalzi.com/post/3kntditajde2r,not civic,unclear,civic,unclear,civic,left-leaning,False,True,False,False
252,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knubczrxdt2i,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
253,https://bsky.app/profile/mmasnick.bsky.social/post/3kntbjfyh7t2a,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
254,https://bsky.app/profile/phillewis.bsky.social/post/3knt32qath22s,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
255,https://bsky.app/profile/sethcotlar.bsky.social/post/3knt5mr4qlk2s,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
256,https://bsky.app/profile/actualandyrichter.bsky.social/post/3kntbmc3wkt2a,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
257,https://bsky.app/profile/restingdinoface.bsky.social/post/3knsxeltlvg24,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
258,https://bsky.app/profile/porkchophair.bsky.social/post/3knsz2eo74o22,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
259,https://bsky.app/profile/rincewind.run/post/3kntgzothvp2q,not civic,unclear,civic,unclear,civic,left-leaning,False,True,False,False
260,https://bsky.app/profile/prufrockluvsong.bsky.social/post/3kntpdn7ewc26,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
261,https://bsky.app/profile/lamhfada.bsky.social/post/3knsu7us5hm2i,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
262,https://bsky.app/profile/kilgoretrout.bsky.social/post/3kntt5cgf6k25,not civic,unclear,civic,unclear,civic,left-leaning,False,True,False,False
263,https://bsky.app/profile/tomtomorrow.bsky.social/post/3kntijqusvs2r,not civic,unclear,civic,left-leaning,not civic,unclear,False,False,False,False
264,https://bsky.app/profile/premeemohamed.com/post/3knuanjgw4l22,not civic,unclear,civic,unclear,civic,unclear,False,True,True,True
265,https://bsky.app/profile/astrokatie.com/post/3kntc4ibc3322,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
266,https://bsky.app/profile/pairofclaws.bsky.social/post/3knszuwxg2s2h,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
267,https://bsky.app/profile/mondomascots.bsky.social/post/3kntwnnbyzx2t,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
268,https://bsky.app/profile/mmasnick.bsky.social/post/3kntpzl7u7k2g,civic,left-leaning,not civic,unclear,civic,left-leaning,False,False,False,False
269,https://bsky.app/profile/notalawyer.bsky.social/post/3kntshvvg6s2h,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
270,https://bsky.app/profile/pardoguerra.bsky.social/post/3knu6hlwo422n,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
271,https://bsky.app/profile/tkingfisher.bsky.social/post/3kn73hc2wrt2r,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
272,https://bsky.app/profile/clairewillett.bsky.social/post/3kntjz2ev432z,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
273,https://bsky.app/profile/lukeoneil47.bsky.social/post/3kntrt7opp62r,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
274,https://bsky.app/profile/mayawest.online/post/3knu2ati2zk2c,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
275,https://bsky.app/profile/secretaboutbox.bsky.social/post/3knu22hsenq2d,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
276,https://bsky.app/profile/amalelmohtar.com/post/3kntqlaet2j2a,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
277,https://bsky.app/profile/chucktingle.bsky.social/post/3kntf2owugs2q,not civic,unclear,civic,right-leaning,civic,left-leaning,False,True,False,False
278,https://bsky.app/profile/jeffgerstmann.com/post/3knu6hlng7c2r,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
279,https://bsky.app/profile/juniorhoncho.bsky.social/post/3knsu5ok6v22q,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
280,https://bsky.app/profile/nameshiv.bsky.social/post/3knsvay72kk22,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
281,https://bsky.app/profile/kimhu.bsky.social/post/3knt2i6t4km2c,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
282,https://bsky.app/profile/rincewind.run/post/3kns5cpzyyd2r,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
283,https://bsky.app/profile/rusty.todayintabs.com/post/3kntvqmqxhu2p,civic,left-leaning,civic,right-leaning,civic,left-leaning,True,True,False,False
284,https://bsky.app/profile/theciscokidder.bsky.social/post/3knt7ieeafx2t,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
285,https://bsky.app/profile/womensart1.bsky.social/post/3knslk23gk52w,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
286,https://bsky.app/profile/paulgcornish.bsky.social/post/3knsux5iyet2h,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
287,https://bsky.app/profile/profmusgrave.bsky.social/post/3knudi2la4u2r,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
288,https://bsky.app/profile/clairewillett.bsky.social/post/3knttyg5wp32i,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
289,https://bsky.app/profile/wolvendamien.bsky.social/post/3knthj24stk22,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
290,https://bsky.app/profile/karlbode.bsky.social/post/3knszi55xch2c,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
291,https://bsky.app/profile/scumbelievable.bsky.social/post/3kntc7sey6p25,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
292,https://bsky.app/profile/iboudreau.bsky.social/post/3kntbb7itdh2l,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
293,https://bsky.app/profile/catbus.bsky.social/post/3kns3uoaf3i2i,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
294,https://bsky.app/profile/trans.bsky.social/post/3kns5og44wd23,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
295,https://bsky.app/profile/amyhoy.bsky.social/post/3knt5dgqdr42k,not civic,unclear,civic,unclear,not civic,unclear,False,False,True,True
296,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntufjhlwo2i,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
297,https://bsky.app/profile/brendelbored.bsky.social/post/3knu6bmjbft2h,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
298,https://bsky.app/profile/profmusgrave.bsky.social/post/3kntqadjt5j2q,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
299,https://bsky.app/profile/brianklaas.bsky.social/post/3kntizxxzis23,civic,left-leaning,not civic,unclear,not civic,unclear,False,True,False,True
300,https://bsky.app/profile/premeemohamed.com/post/3kntoprggtl2u,not civic,unclear,not civic,unclear,civic,left-leaning,False,False,False,False
301,https://bsky.app/profile/joshgondelman.bsky.social/post/3kntk7ajpdm2k,not civic,unclear,not civic,unclear,civic,left-leaning,False,False,False,False
302,https://bsky.app/profile/propcazhpm.bsky.social/post/3knsia7ym2o2v,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
303,https://bsky.app/profile/kenwhite.bsky.social/post/3kntdez6eas2o,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
304,https://bsky.app/profile/charliejane.bsky.social/post/3kntojyhnhs2u,not civic,unclear,civic,right-leaning,civic,left-leaning,False,True,False,False
305,https://bsky.app/profile/femin.ized.gay/post/3knucom2dxc2x,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
306,https://bsky.app/profile/atherton.bsky.social/post/3knttpz7an22q,civic,left-leaning,not civic,unclear,civic,left-leaning,False,False,False,False
307,https://bsky.app/profile/shoegaze-dad.bsky.social/post/3kns5agfxfk2o,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
308,https://bsky.app/profile/danglinghemmie.bsky.social/post/3knsyfunqws2r,not civic,unclear,not civic,unclear,civic,left-leaning,False,False,False,False
309,https://bsky.app/profile/uncleduke1969.bsky.social/post/3knta6xhclu26,not civic,unclear,civic,left-leaning,not civic,unclear,False,False,False,False
310,https://bsky.app/profile/wolfyama.bsky.social/post/3kntqgzunkk2s,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
311,https://bsky.app/profile/marshwort.bsky.social/post/3kns2pzdkcl26,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
312,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knrz5izukv2n,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
313,https://bsky.app/profile/lookitup.baby/post/3knrzbrrqun24,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
314,https://bsky.app/profile/premeemohamed.com/post/3kntoz735kk2i,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
315,https://bsky.app/profile/blueheronfarm.bsky.social/post/3knss2beug22x,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
316,https://bsky.app/profile/lubchansky.bsky.social/post/3kntwr2iba32j,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
317,https://bsky.app/profile/swin24.bsky.social/post/3knt3fuzlf42k,not civic,unclear,not civic,unclear,not civic,unclear,True,True,True,True
318,https://bsky.app/profile/comicsinthega.bsky.social/post/3knttnzaw7t2a,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
319,https://bsky.app/profile/rosalarian.bsky.social/post/3kntim6ude22q,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
320,https://bsky.app/profile/clairewillett.bsky.social/post/3kntgluq5y22a,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
321,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3kntfitdalc22,not civic,unclear,civic,left-leaning,civic,left-leaning,False,True,False,True
322,https://bsky.app/profile/chantalalive.bsky.social/post/3kntip4zk7d2e,civic,left-leaning,civic,left-leaning,civic,right-leaning,True,True,False,False
323,https://bsky.app/profile/lawyersheryl.com/post/3knto3nfhkg26,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
324,https://bsky.app/profile/clairewillett.bsky.social/post/3knsabmagcd22,not civic,unclear,civic,left-leaning,not civic,unclear,False,False,False,False
325,https://bsky.app/profile/jefftiedrich.bsky.social/post/3kntg222wlk2g,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
326,https://bsky.app/profile/mmasnick.bsky.social/post/3knty3h2qye2w,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
327,https://bsky.app/profile/unstablemongoose.bsky.social/post/3kngniii2gi2r,civic,left-leaning,civic,left-leaning,civic,left-leaning,True,True,True,True
