,link,civic_label,political_label,civic_hand_label,political_ideology_hand_label,has_context
64,https://bsky.app/profile/carlbergstrom.com/post/3knqlji4zgl2d,not civic,unclear,not civic,,False
65,https://bsky.app/profile/dell.bsky.social/post/3knhruxvhn32x,not civic,unclear,not civic,,False
67,https://bsky.app/profile/lethalityjane.bsky.social/post/3kngn7cloxu2w,not civic,unclear,civic,right-leaning,False
68,https://bsky.app/profile/scottsantens.com/post/3knqkh2es7k2i,civic,left-leaning,civic,left-leaning,False
69,https://bsky.app/profile/mommunism.bsky.social/post/3knkvugzd2k2n,not civic,unclear,not civic,,False
70,https://bsky.app/profile/mangmangmang.bsky.social/post/3kno26hkn222u,not civic,unclear,not civic,,False
71,https://bsky.app/profile/newamauta.bsky.social/post/3knrn5ary4c2t,civic,left-leaning,civic,unclear,False
73,https://bsky.app/profile/alishagrauso.bsky.social/post/3kndutirhrd2z,not civic,unclear,not civic,,False
74,https://bsky.app/profile/rzhongnotes.bsky.social/post/3knfdpymu3x2b,not civic,unclear,not civic,,False
75,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntar6c6ps2o,civic,left-leaning,civic,left-leaning,False
78,https://bsky.app/profile/catsofyore.bsky.social/post/3knrc7vc6gx2c,not civic,unclear,not civic,,False
79,https://bsky.app/profile/rincewind.run/post/3knly7zt6322w,civic,left-leaning,civic,left-leaning,False
80,https://bsky.app/profile/chadloder.bsky.social/post/3knmjanu2u22u,civic,unclear,civic,left-leaning,False
82,https://bsky.app/profile/catsofyore.bsky.social/post/3knk2bgm5ms2i,not civic,unclear,not civic,,False
83,https://bsky.app/profile/dell.bsky.social/post/3knkpereuc22a,civic,left-leaning,civic,left-leaning,False
86,https://bsky.app/profile/alexanderchee.bsky.social/post/3knincv5iv225,civic,left-leaning,not civic,,False
87,https://bsky.app/profile/murshedz.bsky.social/post/3kno66rxcbf2e,civic,left-leaning,civic,left-leaning,False
89,https://bsky.app/profile/ryanlcooper.com/post/3ko2hoexa322o,civic,left-leaning,civic,unclear,False
90,https://bsky.app/profile/ryanlcooper.com/post/3knrp4bjslk2m,civic,left-leaning,civic,left-leaning,False
91,https://bsky.app/profile/kjhealy.bsky.social/post/3knl7425rb22z,not civic,unclear,not civic,,False
92,https://bsky.app/profile/scottsantens.com/post/3knsupwoqyk2y,civic,left-leaning,civic,left-leaning,False
93,https://bsky.app/profile/maxkennerly.bsky.social/post/3kndtrgi6ql25,civic,left-leaning,civic,left-leaning,False
94,https://bsky.app/profile/joshuaphill.bsky.social/post/3kndwmoo3c22a,not civic,unclear,civic,unclear,False
97,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knj75qu6vn2y,civic,left-leaning,civic,left-leaning,False
98,https://bsky.app/profile/jbouie.bsky.social/post/3kniqsm2hz622,civic,left-leaning,civic,unclear,False
100,https://bsky.app/profile/zitron.bsky.social/post/3knecwbxjds24,not civic,unclear,civic,left-leaning,False
101,https://bsky.app/profile/mikedrucker.bsky.social/post/3knixnbl6x62i,not civic,unclear,not civic,,False
103,https://bsky.app/profile/quinnae.com/post/3knmlpr4qdk2u,not civic,unclear,civic,left-leaning,False
104,https://bsky.app/profile/iboudreau.bsky.social/post/3knmd2kwl6s27,not civic,unclear,civic,left-leaning,False
105,https://bsky.app/profile/erictopol.bsky.social/post/3knjvwdcmps2v,not civic,unclear,not civic,,False
107,https://bsky.app/profile/oregonzoo.bsky.social/post/3kngw3mk7o42y,not civic,unclear,not civic,,False
108,https://bsky.app/profile/coachfinstock.bsky.social/post/3knjri3xoj42x,civic,left-leaning,civic,left-leaning,False
110,https://bsky.app/profile/knilirabaj.bsky.social/post/3knlh2nv2rx2q,civic,left-leaning,civic,left-leaning,False
111,https://bsky.app/profile/ernekid.bsky.social/post/3knrpatsqms2q,not civic,unclear,not civic,,False
112,https://bsky.app/profile/kekeflipnote.bsky.social/post/3knvbpok3x72z,not civic,unclear,not civic,,False
115,https://bsky.app/profile/funranium.bsky.social/post/3knk66bfxbc2w,not civic,unclear,not civic,,False
120,https://bsky.app/profile/catsofyore.bsky.social/post/3knf6jn2hbl2d,not civic,unclear,not civic,,False
121,https://bsky.app/profile/catsofyore.bsky.social/post/3knrzlavx4n2z,not civic,unclear,not civic,,False
123,https://bsky.app/profile/econroy.bsky.social/post/3knirhf3gal26,civic,left-leaning,civic,left-leaning,False
124,https://bsky.app/profile/thetattooedprof.bsky.social/post/3kng25fyspk2j,not civic,unclear,not civic,,False
125,https://bsky.app/profile/jbouie.bsky.social/post/3knstcm42kk2h,not civic,unclear,civic,left-leaning,False
126,https://bsky.app/profile/edyong209.bsky.social/post/3kntq5w2o4s2l,not civic,unclear,not civic,,False
128,https://bsky.app/profile/josiah.lol/post/3knr6koe6fp26,civic,left-leaning,civic,left-leaning,False
129,https://bsky.app/profile/petersagal.bsky.social/post/3kntzi3j2id2q,civic,right-leaning,civic,left-leaning,False
131,https://bsky.app/profile/golikehellmachine.bsky.social/post/3knh3acqchc2y,not civic,unclear,civic,left-leaning,False
132,https://bsky.app/profile/thetigerspot.bsky.social/post/3knqcn632f22c,not civic,unclear,not civic,,False
133,https://bsky.app/profile/chimeracoder.bsky.social/post/3knj5kpczic2u,civic,left-leaning,civic,left-leaning,False
136,https://bsky.app/profile/lolgop.bsky.social/post/3kntnef2boc2g,civic,left-leaning,civic,left-leaning,False
137,https://bsky.app/profile/pkrugman.bsky.social/post/3knsutaqimd2i,civic,unclear,civic,unclear,False
141,https://bsky.app/profile/stevevladeck.bsky.social/post/3kntbnvmx4c2j,civic,left-leaning,civic,left-leaning,False
143,https://bsky.app/profile/beckyhammer.bsky.social/post/3knroe26jo42b,not civic,unclear,not civic,,False
144,https://bsky.app/profile/neolithicsheep.bsky.social/post/3knrsd5yzsh2c,civic,left-leaning,civic,left-leaning,False
145,https://bsky.app/profile/npr.org/post/3kntjjdda3k2r,civic,left-leaning,civic,left-leaning,False
146,https://bsky.app/profile/astrokatie.com/post/3knj5lqzfbt2l,not civic,unclear,not civic,,False
150,https://bsky.app/profile/jesseltaylor.bsky.social/post/3knp2ktkfqs2g,civic,right-leaning,civic,right-leaning,False
156,https://bsky.app/profile/weirwoodtreehug.bsky.social/post/3knt66pbp6227,civic,left-leaning,civic,left-leaning,False
158,https://bsky.app/profile/joshuajfriedman.com/post/3knfcdvb6t22r,civic,left-leaning,civic,left-leaning,False
160,https://bsky.app/profile/kevinmkruse.bsky.social/post/3knonbpmxos2e,civic,left-leaning,civic,left-leaning,False
162,https://bsky.app/profile/marisakabas.bsky.social/post/3knuhvjaew324,not civic,unclear,civic,left-leaning,False
163,https://bsky.app/profile/joshuaerlich.bsky.social/post/3knsul6pqtk2x,civic,left-leaning,civic,left-leaning,False
164,https://bsky.app/profile/rincewind.run/post/3knjqnssmzr2a,civic,left-leaning,civic,left-leaning,False
167,https://bsky.app/profile/ygalanter.bsky.social/post/3knhrdekmas25,not civic,unclear,not civic,,False
169,https://bsky.app/profile/npr.org/post/3kntfv6if4m2m,civic,moderate,civic,moderate,False
171,https://bsky.app/profile/clancyny.bsky.social/post/3knh2gspnxk2a,civic,left-leaning,civic,left-leaning,False
173,https://bsky.app/profile/golikehellmachine.bsky.social/post/3knh6zd4fv326,civic,left-leaning,civic,left-leaning,False
176,https://bsky.app/profile/ryanlcooper.com/post/3kntlutpzn22q,civic,left-leaning,civic,left-leaning,False
177,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswslt5yt2p,civic,left-leaning,civic,left-leaning,False
178,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntudijxkk2e,civic,unclear,civic,left-leaning,False
180,https://bsky.app/profile/nicholasgrossman.bsky.social/post/3knszz6in4i2a,civic,left-leaning,civic,moderate,False
184,https://bsky.app/profile/tylerking.bsky.social/post/3knhrouyyak2z,civic,left-leaning,civic,left-leaning,False
185,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntnykbten2f,civic,left-leaning,civic,left-leaning,False
186,https://bsky.app/profile/ellearmageddon.bsky.social/post/3kntztqkpds2q,civic,left-leaning,civic,left-leaning,False
189,https://bsky.app/profile/notalawyer.bsky.social/post/3knts7ztby224,civic,moderate,civic,moderate,False
192,https://bsky.app/profile/mtsw.bsky.social/post/3knote5ud6422,civic,left-leaning,civic,left-leaning,False
194,https://bsky.app/profile/blakeprof.bsky.social/post/3kntcx3hqx323,not civic,unclear,not civic,,False
195,https://bsky.app/profile/brainnotonyet.bsky.social/post/3kntrgg7a5c2s,civic,left-leaning,civic,left-leaning,False
198,https://bsky.app/profile/pkrugman.bsky.social/post/3knsuujkgnd22,civic,unclear,civic,moderate,False
200,https://bsky.app/profile/c0nc0rdance.bsky.social/post/3kntxyhe53s2n,civic,left-leaning,civic,left-leaning,False
207,https://bsky.app/profile/machete.gay/post/3kngazrt44n2y,civic,right-leaning,civic,right-leaning,False
210,https://bsky.app/profile/lethalityjane.bsky.social/post/3kngnbccuur2i,not civic,unclear,civic,moderate,False
211,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntaaxglc22l,civic,unclear,civic,unclear,False
215,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,civic,left-leaning,civic,left-leaning,False
216,https://bsky.app/profile/billcorbett.bsky.social/post/3knt3falxex2i,civic,left-leaning,civic,left-leaning,False
218,https://bsky.app/profile/tylerhuckabee.bsky.social/post/3kntjppn3yn2v,not civic,unclear,civic,left-leaning,False
219,https://bsky.app/profile/esqueer.bsky.social/post/3knt7cwvifc2y,not civic,unclear,not civic,,False
220,https://bsky.app/profile/hypervisible.bsky.social/post/3knt6poe6ic2l,civic,left-leaning,not civic,,False
222,https://bsky.app/profile/juliusgoat.bsky.social/post/3knstcvx3mc2f,civic,left-leaning,civic,left-leaning,False
223,https://bsky.app/profile/nkjemisin.bsky.social/post/3knswvmlf422q,not civic,unclear,not civic,,False
226,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntvjapsc32g,civic,left-leaning,civic,left-leaning,False
228,https://bsky.app/profile/ryanlcooper.com/post/3knt7p4omys2j,civic,left-leaning,civic,left-leaning,False
229,https://bsky.app/profile/marygillis.bsky.social/post/3kntq5xnnyl2g,civic,left-leaning,civic,left-leaning,False
230,https://bsky.app/profile/m1randa.bsky.social/post/3knrmizpbum2h,not civic,unclear,not civic,,False
232,https://bsky.app/profile/ryanlcooper.com/post/3kngxbmxabd2z,civic,left-leaning,civic,left-leaning,False
234,https://bsky.app/profile/marisakabas.bsky.social/post/3knuiccqspl24,civic,left-leaning,civic,left-leaning,False
239,https://bsky.app/profile/mtsw.bsky.social/post/3kntaahklhu2u,not civic,unclear,not civic,,False
244,https://bsky.app/profile/sjjphd.bsky.social/post/3kntkae5jxl2q,civic,left-leaning,civic,left-leaning,False
247,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswcufzss2i,not civic,unclear,not civic,,False
248,https://bsky.app/profile/alexandraerin.com/post/3kntmi4rzqi2a,not civic,unclear,civic,left-leaning,False
250,https://bsky.app/profile/thev.bsky.social/post/3knsonj5pf224,not civic,unclear,not civic,,False
252,https://bsky.app/profile/juliusgoat.bsky.social/post/3knsvuoelgl2q,civic,left-leaning,civic,left-leaning,False
254,https://bsky.app/profile/chadloder.bsky.social/post/3kns2wyiba22r,civic,left-leaning,civic,left-leaning,False
255,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knstbz6yas22,civic,right-leaning,civic,left-leaning,False
256,https://bsky.app/profile/parismarx.bsky.social/post/3knszodnag223,civic,left-leaning,civic,left-leaning,False
257,https://bsky.app/profile/phillewis.bsky.social/post/3kntqnr52bf2x,civic,moderate,not civic,,False
261,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswfyabn22j,not civic,unclear,not civic,,False
264,https://bsky.app/profile/jameeljaffer.bsky.social/post/3knst4cru622w,not civic,unclear,civic,left-leaning,False
267,https://bsky.app/profile/mmasnick.bsky.social/post/3kntbjfyh7t2a,not civic,unclear,civic,right-leaning,False
268,https://bsky.app/profile/phillewis.bsky.social/post/3knt32qath22s,not civic,unclear,not civic,,False
269,https://bsky.app/profile/sethcotlar.bsky.social/post/3knt5mr4qlk2s,civic,left-leaning,civic,left-leaning,False
271,https://bsky.app/profile/restingdinoface.bsky.social/post/3knsxeltlvg24,not civic,unclear,civic,left-leaning,False
273,https://bsky.app/profile/rincewind.run/post/3kntgzothvp2q,civic,left-leaning,civic,left-leaning,False
275,https://bsky.app/profile/lamhfada.bsky.social/post/3knsu7us5hm2i,civic,left-leaning,civic,left-leaning,False
276,https://bsky.app/profile/kilgoretrout.bsky.social/post/3kntt5cgf6k25,not civic,unclear,not civic,,False
278,https://bsky.app/profile/premeemohamed.com/post/3knuanjgw4l22,not civic,unclear,not civic,,False
279,https://bsky.app/profile/astrokatie.com/post/3kntc4ibc3322,not civic,unclear,not civic,,False
281,https://bsky.app/profile/mondomascots.bsky.social/post/3kntwnnbyzx2t,not civic,unclear,not civic,,False
282,https://bsky.app/profile/mmasnick.bsky.social/post/3kntpzl7u7k2g,civic,left-leaning,civic,left-leaning,False
283,https://bsky.app/profile/notalawyer.bsky.social/post/3kntshvvg6s2h,not civic,unclear,not civic,,False
284,https://bsky.app/profile/pardoguerra.bsky.social/post/3knu6hlwo422n,not civic,unclear,not civic,,False
285,https://bsky.app/profile/tkingfisher.bsky.social/post/3kn73hc2wrt2r,not civic,unclear,not civic,,False
286,https://bsky.app/profile/clairewillett.bsky.social/post/3kntjz2ev432z,not civic,unclear,not civic,,False
288,https://bsky.app/profile/mayawest.online/post/3knu2ati2zk2c,civic,left-leaning,civic,left-leaning,False
297,https://bsky.app/profile/rusty.todayintabs.com/post/3kntvqmqxhu2p,civic,left-leaning,civic,left-leaning,False
299,https://bsky.app/profile/womensart1.bsky.social/post/3knslk23gk52w,not civic,unclear,not civic,,False
300,https://bsky.app/profile/paulgcornish.bsky.social/post/3knsux5iyet2h,not civic,unclear,not civic,,False
302,https://bsky.app/profile/cait.bsky.social/post/3knu3yxy66u24,not civic,unclear,not civic,,False
303,https://bsky.app/profile/clairewillett.bsky.social/post/3knttyg5wp32i,civic,left-leaning,civic,left-leaning,False
304,https://bsky.app/profile/wolvendamien.bsky.social/post/3knthj24stk22,civic,left-leaning,civic,left-leaning,False
305,https://bsky.app/profile/karlbode.bsky.social/post/3knszi55xch2c,civic,left-leaning,civic,left-leaning,False
308,https://bsky.app/profile/catbus.bsky.social/post/3kns3uoaf3i2i,not civic,unclear,not civic,,False
310,https://bsky.app/profile/amyhoy.bsky.social/post/3knt5dgqdr42k,not civic,unclear,not civic,,False
311,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntufjhlwo2i,civic,left-leaning,civic,left-leaning,False
312,https://bsky.app/profile/brendelbored.bsky.social/post/3knu6bmjbft2h,not civic,unclear,not civic,,False
315,https://bsky.app/profile/premeemohamed.com/post/3kntoprggtl2u,not civic,unclear,not civic,,False
316,https://bsky.app/profile/npr.org/post/3kntix5jcnv2n,not civic,unclear,not civic,,False
318,https://bsky.app/profile/propcazhpm.bsky.social/post/3knsia7ym2o2v,not civic,unclear,civic,left-leaning,False
319,https://bsky.app/profile/kenwhite.bsky.social/post/3kntdez6eas2o,not civic,unclear,not civic,,False
321,https://bsky.app/profile/femin.ized.gay/post/3knucom2dxc2x,civic,left-leaning,civic,left-leaning,False
323,https://bsky.app/profile/shoegaze-dad.bsky.social/post/3kns5agfxfk2o,not civic,unclear,not civic,,False
325,https://bsky.app/profile/uncleduke1969.bsky.social/post/3knta6xhclu26,not civic,unclear,not civic,,False
326,https://bsky.app/profile/gonebabygone.bsky.social/post/3knttvqsy3e2a,not civic,unclear,civic,left-leaning,False
327,https://bsky.app/profile/wolfyama.bsky.social/post/3kntqgzunkk2s,not civic,unclear,not civic,,False
328,https://bsky.app/profile/marshwort.bsky.social/post/3kns2pzdkcl26,not civic,unclear,civic,left-leaning,False
330,https://bsky.app/profile/lookitup.baby/post/3knrzbrrqun24,not civic,unclear,civic,left-leaning,False
331,https://bsky.app/profile/jbouie.bsky.social/post/3knsy3i6gwk2z,civic,left-leaning,not civic,,False
332,https://bsky.app/profile/premeemohamed.com/post/3kntoz735kk2i,not civic,unclear,not civic,,False
335,https://bsky.app/profile/jbouie.bsky.social/post/3knt276ygec2j,civic,left-leaning,not civic,,False
338,https://bsky.app/profile/rosalarian.bsky.social/post/3kntim6ude22q,not civic,unclear,not civic,,False
339,https://bsky.app/profile/clairewillett.bsky.social/post/3kntgluq5y22a,not civic,unclear,civic,left-leaning,False
342,https://bsky.app/profile/clairewillett.bsky.social/post/3knsabmagcd22,not civic,unclear,not civic,,False
344,https://bsky.app/profile/mmasnick.bsky.social/post/3knty3h2qye2w,civic,left-leaning,civic,left-leaning,False
345,https://bsky.app/profile/unstablemongoose.bsky.social/post/3kngniii2gi2r,civic,left-leaning,civic,left-leaning,False
346,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntuinenm323,civic,left-leaning,civic,left-leaning,False
347,https://bsky.app/profile/helenkennedy.bsky.social/post/3knu2ubr4sc26,civic,left-leaning,civic,left-leaning,False
348,https://bsky.app/profile/saramchenry.bsky.social/post/3kntr4xlrz422,civic,left-leaning,civic,left-leaning,False
351,https://bsky.app/profile/rincewind.run/post/3kntqhpdh4d24,civic,left-leaning,civic,left-leaning,False
352,https://bsky.app/profile/rincewind.run/post/3kntzq7pxg52m,civic,left-leaning,civic,left-leaning,False
