,link,gpt4_civic_label,gpt4_political_label,llama3-8b_civic_label,llama3-8b_political_label,llama3-70b_civic_label,llama3-70b_political_label,civic_hand_label,political_ideology_hand_label
199,https://bsky.app/profile/lethalityjane.bsky.social/post/3kngnbccuur2i,not civic,,not civic,unclear,not civic,unclear,civic,moderate
200,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntaaxglc22l,not civic,,civic,unclear,civic,left-leaning,civic,unclear
201,https://bsky.app/profile/garius.bsky.social/post/3knsii7lpjo25,not civic,,civic,left-leaning,civic,left-leaning,not civic,
202,https://bsky.app/profile/tkingfisher.bsky.social/post/3kntf5zvd6x2l,not civic,,not civic,unclear,civic,left-leaning,not civic,
203,https://bsky.app/profile/zitron.bsky.social/post/3kntj6lvtx42i,not civic,,not civic,unclear,civic,left-leaning,not civic,
204,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,civic,left-leaning,civic,unclear,not civic,unclear,civic,left-leaning
205,https://bsky.app/profile/billcorbett.bsky.social/post/3knt3falxex2i,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
206,https://bsky.app/profile/kevinmkruse.bsky.social/post/3knql7vjojz2c,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
207,https://bsky.app/profile/tylerhuckabee.bsky.social/post/3kntjppn3yn2v,not civic,,civic,left-leaning,civic,left-leaning,civic,left-leaning
208,https://bsky.app/profile/esqueer.bsky.social/post/3knt7cwvifc2y,not civic,,not civic,unclear,not civic,unclear,not civic,
209,https://bsky.app/profile/hypervisible.bsky.social/post/3knt6poe6ic2l,not civic,,not civic,unclear,not civic,unclear,not civic,
210,https://bsky.app/profile/skippysbonezone.bsky.social/post/3knt7nflypc2a,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
211,https://bsky.app/profile/juliusgoat.bsky.social/post/3knstcvx3mc2f,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
212,https://bsky.app/profile/nkjemisin.bsky.social/post/3knswvmlf422q,not civic,,civic,left-leaning,civic,left-leaning,not civic,
213,https://bsky.app/profile/tomtomorrow.bsky.social/post/3knr4b7y5a22l,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
214,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntvjapsc32g,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
215,https://bsky.app/profile/iboudreau.bsky.social/post/3knr2zmw4lm2w,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
216,https://bsky.app/profile/ryanlcooper.com/post/3knt7p4omys2j,not civic,,not civic,unclear,civic,unclear,civic,left-leaning
217,https://bsky.app/profile/marygillis.bsky.social/post/3kntq5xnnyl2g,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
218,https://bsky.app/profile/m1randa.bsky.social/post/3knrmizpbum2h,not civic,,not civic,unclear,not civic,unclear,not civic,
219,https://bsky.app/profile/rbreich.bsky.social/post/3kntpz26quc2f,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
220,https://bsky.app/profile/ryanlcooper.com/post/3kngxbmxabd2z,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
221,https://bsky.app/profile/notalawyer.bsky.social/post/3kntrz53f2q2i,not civic,,civic,left-leaning,civic,left-leaning,civic,unclear
222,https://bsky.app/profile/marisakabas.bsky.social/post/3knuiccqspl24,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
223,https://bsky.app/profile/kilgoretrout.bsky.social/post/3knts2cfxms27,not civic,,civic,left-leaning,civic,left-leaning,not civic,
224,https://bsky.app/profile/kevinmkruse.bsky.social/post/3kntnyj44db2d,not civic,,not civic,unclear,not civic,unclear,not civic,
225,https://bsky.app/profile/abbycohenwl.bsky.social/post/3knt6xtspyd2e,not civic,,not civic,unclear,not civic,unclear,not civic,
226,https://bsky.app/profile/rollwithheather.bsky.social/post/3kntvyod4hp27,civic,left-leaning,not civic,unclear,civic,right-leaning,civic,left-leaning
227,https://bsky.app/profile/mtsw.bsky.social/post/3kntaahklhu2u,not civic,,civic,left-leaning,civic,left-leaning,not civic,
228,https://bsky.app/profile/moiradonegan.bsky.social/post/3knt2pofmp52h,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
229,https://bsky.app/profile/nameshiv.bsky.social/post/3knsvvfel6s23,not civic,,civic,left-leaning,civic,left-leaning,not civic,
230,https://bsky.app/profile/ironspike.bsky.social/post/3knu4df74z22m,not civic,,civic,left-leaning,not civic,unclear,not civic,
231,https://bsky.app/profile/keithstack.com/post/3knswykquqt22,civic,right-leaning,civic,right-leaning,civic,left-leaning,civic,right-leaning
232,https://bsky.app/profile/sjjphd.bsky.social/post/3kntkae5jxl2q,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
233,https://bsky.app/profile/jefftiedrich.bsky.social/post/3knsywh5dos2r,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
234,https://bsky.app/profile/daveanthony.bsky.social/post/3knsrsihslc27,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
235,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswcufzss2i,not civic,,civic,left-leaning,civic,left-leaning,not civic,
236,https://bsky.app/profile/alexandraerin.com/post/3kntmi4rzqi2a,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
237,https://bsky.app/profile/tkingfisher.bsky.social/post/3knsun2ioof2h,not civic,,civic,left-leaning,civic,left-leaning,not civic,
238,https://bsky.app/profile/thev.bsky.social/post/3knsonj5pf224,not civic,,civic,right-leaning,civic,right-leaning,not civic,
239,https://bsky.app/profile/lauren.rotatingsandwiches.com/post/3knssigwvnd2q,not civic,,civic,unclear,civic,left-leaning,not civic,
240,https://bsky.app/profile/jonrosenberg.bsky.social/post/3knt3tv3fwt2q,not civic,,civic,left-leaning,civic,left-leaning,not civic,
241,https://bsky.app/profile/chadloder.bsky.social/post/3kns2wyiba22r,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
242,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knstbz6yas22,civic,right-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
243,https://bsky.app/profile/parismarx.bsky.social/post/3knszodnag223,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
244,https://bsky.app/profile/phillewis.bsky.social/post/3kntqnr52bf2x,civic,unclear,not civic,unclear,not civic,unclear,not civic,
245,https://bsky.app/profile/mtsw.bsky.social/post/3kntcbvt5px2d,civic,right-leaning,not civic,unclear,civic,left-leaning,civic,left-leaning
246,https://bsky.app/profile/friede.bsky.social/post/3kntkevzxls2n,not civic,,not civic,unclear,not civic,unclear,not civic,
247,https://bsky.app/profile/ohnoshetwitnt.bsky.social/post/3knswltbh2622,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
248,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswfyabn22j,not civic,,civic,unclear,civic,right-leaning,not civic,
249,https://bsky.app/profile/gabino.bsky.social/post/3knt53kzb2s2b,not civic,,civic,unclear,not civic,unclear,not civic,
250,https://bsky.app/profile/jameeljaffer.bsky.social/post/3knst4cru622w,civic,unclear,not civic,unclear,not civic,unclear,civic,left-leaning
251,https://bsky.app/profile/scalzi.com/post/3kntditajde2r,not civic,,civic,unclear,civic,left-leaning,not civic,
252,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knubczrxdt2i,not civic,,not civic,unclear,not civic,unclear,not civic,
253,https://bsky.app/profile/mmasnick.bsky.social/post/3kntbjfyh7t2a,not civic,,civic,left-leaning,civic,left-leaning,civic,right-leaning
254,https://bsky.app/profile/phillewis.bsky.social/post/3knt32qath22s,not civic,,not civic,unclear,not civic,unclear,not civic,
255,https://bsky.app/profile/sethcotlar.bsky.social/post/3knt5mr4qlk2s,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
256,https://bsky.app/profile/actualandyrichter.bsky.social/post/3kntbmc3wkt2a,not civic,,not civic,unclear,not civic,unclear,not civic,
257,https://bsky.app/profile/restingdinoface.bsky.social/post/3knsxeltlvg24,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
258,https://bsky.app/profile/porkchophair.bsky.social/post/3knsz2eo74o22,not civic,,not civic,unclear,not civic,unclear,not civic,
259,https://bsky.app/profile/rincewind.run/post/3kntgzothvp2q,not civic,,civic,unclear,civic,left-leaning,civic,left-leaning
260,https://bsky.app/profile/prufrockluvsong.bsky.social/post/3kntpdn7ewc26,not civic,,not civic,unclear,not civic,unclear,not civic,
261,https://bsky.app/profile/lamhfada.bsky.social/post/3knsu7us5hm2i,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
262,https://bsky.app/profile/kilgoretrout.bsky.social/post/3kntt5cgf6k25,not civic,,civic,unclear,civic,left-leaning,not civic,
263,https://bsky.app/profile/tomtomorrow.bsky.social/post/3kntijqusvs2r,not civic,,civic,left-leaning,not civic,unclear,not civic,
264,https://bsky.app/profile/premeemohamed.com/post/3knuanjgw4l22,not civic,,civic,unclear,civic,unclear,not civic,
265,https://bsky.app/profile/astrokatie.com/post/3kntc4ibc3322,not civic,,not civic,unclear,not civic,unclear,not civic,
266,https://bsky.app/profile/pairofclaws.bsky.social/post/3knszuwxg2s2h,not civic,,not civic,unclear,not civic,unclear,not civic,
267,https://bsky.app/profile/mondomascots.bsky.social/post/3kntwnnbyzx2t,not civic,,not civic,unclear,not civic,unclear,not civic,
268,https://bsky.app/profile/mmasnick.bsky.social/post/3kntpzl7u7k2g,civic,left-leaning,not civic,unclear,civic,left-leaning,civic,left-leaning
269,https://bsky.app/profile/notalawyer.bsky.social/post/3kntshvvg6s2h,not civic,,civic,left-leaning,civic,left-leaning,not civic,
270,https://bsky.app/profile/pardoguerra.bsky.social/post/3knu6hlwo422n,not civic,,not civic,unclear,not civic,unclear,not civic,
271,https://bsky.app/profile/tkingfisher.bsky.social/post/3kn73hc2wrt2r,not civic,,not civic,unclear,not civic,unclear,not civic,
272,https://bsky.app/profile/clairewillett.bsky.social/post/3kntjz2ev432z,not civic,,not civic,unclear,not civic,unclear,not civic,
273,https://bsky.app/profile/lukeoneil47.bsky.social/post/3kntrt7opp62r,not civic,,not civic,unclear,not civic,unclear,not civic,
274,https://bsky.app/profile/mayawest.online/post/3knu2ati2zk2c,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
275,https://bsky.app/profile/secretaboutbox.bsky.social/post/3knu22hsenq2d,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
276,https://bsky.app/profile/amalelmohtar.com/post/3kntqlaet2j2a,not civic,,not civic,unclear,not civic,unclear,not civic,
277,https://bsky.app/profile/chucktingle.bsky.social/post/3kntf2owugs2q,not civic,,civic,right-leaning,civic,left-leaning,not civic,
278,https://bsky.app/profile/jeffgerstmann.com/post/3knu6hlng7c2r,not civic,,not civic,unclear,not civic,unclear,not civic,
279,https://bsky.app/profile/juniorhoncho.bsky.social/post/3knsu5ok6v22q,not civic,,not civic,unclear,not civic,unclear,not civic,
280,https://bsky.app/profile/nameshiv.bsky.social/post/3knsvay72kk22,not civic,,not civic,unclear,not civic,unclear,not civic,
281,https://bsky.app/profile/kimhu.bsky.social/post/3knt2i6t4km2c,not civic,,not civic,unclear,not civic,unclear,not civic,
282,https://bsky.app/profile/rincewind.run/post/3kns5cpzyyd2r,not civic,,not civic,unclear,not civic,unclear,not civic,
283,https://bsky.app/profile/rusty.todayintabs.com/post/3kntvqmqxhu2p,civic,left-leaning,civic,right-leaning,civic,left-leaning,civic,left-leaning
284,https://bsky.app/profile/theciscokidder.bsky.social/post/3knt7ieeafx2t,not civic,,civic,left-leaning,civic,left-leaning,not civic,
285,https://bsky.app/profile/womensart1.bsky.social/post/3knslk23gk52w,not civic,,civic,left-leaning,civic,left-leaning,not civic,
286,https://bsky.app/profile/paulgcornish.bsky.social/post/3knsux5iyet2h,not civic,,not civic,unclear,not civic,unclear,not civic,
287,https://bsky.app/profile/profmusgrave.bsky.social/post/3knudi2la4u2r,not civic,,not civic,unclear,not civic,unclear,not civic,
288,https://bsky.app/profile/cait.bsky.social/post/3knu3yxy66u24,not civic,,not civic,unclear,civic,unclear,not civic,
289,https://bsky.app/profile/clairewillett.bsky.social/post/3knttyg5wp32i,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
290,https://bsky.app/profile/wolvendamien.bsky.social/post/3knthj24stk22,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
291,https://bsky.app/profile/karlbode.bsky.social/post/3knszi55xch2c,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
292,https://bsky.app/profile/scumbelievable.bsky.social/post/3kntc7sey6p25,not civic,,not civic,unclear,not civic,unclear,not civic,
293,https://bsky.app/profile/iboudreau.bsky.social/post/3kntbb7itdh2l,not civic,,civic,left-leaning,civic,left-leaning,not civic,
294,https://bsky.app/profile/catbus.bsky.social/post/3kns3uoaf3i2i,not civic,,civic,left-leaning,civic,left-leaning,not civic,
295,https://bsky.app/profile/trans.bsky.social/post/3kns5og44wd23,not civic,,not civic,unclear,not civic,unclear,not civic,
296,https://bsky.app/profile/amyhoy.bsky.social/post/3knt5dgqdr42k,not civic,,civic,unclear,not civic,unclear,not civic,
297,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntufjhlwo2i,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
298,https://bsky.app/profile/brendelbored.bsky.social/post/3knu6bmjbft2h,not civic,,civic,left-leaning,civic,left-leaning,not civic,
299,https://bsky.app/profile/profmusgrave.bsky.social/post/3kntqadjt5j2q,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
300,https://bsky.app/profile/brianklaas.bsky.social/post/3kntizxxzis23,civic,left-leaning,not civic,unclear,not civic,unclear,civic,left-leaning
301,https://bsky.app/profile/premeemohamed.com/post/3kntoprggtl2u,not civic,,not civic,unclear,civic,left-leaning,not civic,
302,https://bsky.app/profile/npr.org/post/3kntix5jcnv2n,not civic,,civic,left-leaning,civic,left-leaning,not civic,
303,https://bsky.app/profile/joshgondelman.bsky.social/post/3kntk7ajpdm2k,not civic,,not civic,unclear,civic,left-leaning,not civic,
304,https://bsky.app/profile/propcazhpm.bsky.social/post/3knsia7ym2o2v,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
305,https://bsky.app/profile/kenwhite.bsky.social/post/3kntdez6eas2o,not civic,,not civic,unclear,not civic,unclear,not civic,
306,https://bsky.app/profile/charliejane.bsky.social/post/3kntojyhnhs2u,not civic,,civic,right-leaning,civic,left-leaning,not civic,
307,https://bsky.app/profile/femin.ized.gay/post/3knucom2dxc2x,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
308,https://bsky.app/profile/atherton.bsky.social/post/3knttpz7an22q,civic,left-leaning,not civic,unclear,civic,left-leaning,civic,left-leaning
309,https://bsky.app/profile/shoegaze-dad.bsky.social/post/3kns5agfxfk2o,not civic,,not civic,unclear,not civic,unclear,not civic,
310,https://bsky.app/profile/danglinghemmie.bsky.social/post/3knsyfunqws2r,not civic,,not civic,unclear,civic,left-leaning,not civic,
311,https://bsky.app/profile/uncleduke1969.bsky.social/post/3knta6xhclu26,not civic,,civic,left-leaning,not civic,unclear,not civic,
312,https://bsky.app/profile/gonebabygone.bsky.social/post/3knttvqsy3e2a,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
313,https://bsky.app/profile/wolfyama.bsky.social/post/3kntqgzunkk2s,not civic,,not civic,unclear,not civic,unclear,not civic,
314,https://bsky.app/profile/marshwort.bsky.social/post/3kns2pzdkcl26,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
315,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knrz5izukv2n,not civic,,civic,left-leaning,civic,left-leaning,not civic,
316,https://bsky.app/profile/lookitup.baby/post/3knrzbrrqun24,not civic,,not civic,unclear,not civic,unclear,civic,left-leaning
317,https://bsky.app/profile/jbouie.bsky.social/post/3knsy3i6gwk2z,not civic,,civic,left-leaning,civic,left-leaning,not civic,
318,https://bsky.app/profile/premeemohamed.com/post/3kntoz735kk2i,not civic,,civic,left-leaning,civic,left-leaning,not civic,
319,https://bsky.app/profile/blueheronfarm.bsky.social/post/3knss2beug22x,not civic,,civic,left-leaning,civic,left-leaning,not civic,
320,https://bsky.app/profile/lubchansky.bsky.social/post/3kntwr2iba32j,not civic,,not civic,unclear,not civic,unclear,not civic,
321,https://bsky.app/profile/jbouie.bsky.social/post/3knt276ygec2j,not civic,,civic,left-leaning,civic,left-leaning,not civic,
322,https://bsky.app/profile/swin24.bsky.social/post/3knt3fuzlf42k,not civic,,not civic,unclear,not civic,unclear,not civic,
323,https://bsky.app/profile/comicsinthega.bsky.social/post/3knttnzaw7t2a,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
324,https://bsky.app/profile/rosalarian.bsky.social/post/3kntim6ude22q,not civic,,civic,left-leaning,civic,left-leaning,not civic,
325,https://bsky.app/profile/clairewillett.bsky.social/post/3kntgluq5y22a,not civic,,civic,left-leaning,civic,left-leaning,civic,left-leaning
326,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3kntfitdalc22,not civic,,civic,left-leaning,civic,left-leaning,not civic,
327,https://bsky.app/profile/chantalalive.bsky.social/post/3kntip4zk7d2e,civic,left-leaning,civic,left-leaning,civic,right-leaning,civic,left-leaning
328,https://bsky.app/profile/clairewillett.bsky.social/post/3knsabmagcd22,not civic,,civic,left-leaning,not civic,unclear,not civic,
329,https://bsky.app/profile/jefftiedrich.bsky.social/post/3kntg222wlk2g,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
330,https://bsky.app/profile/mmasnick.bsky.social/post/3knty3h2qye2w,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
331,https://bsky.app/profile/unstablemongoose.bsky.social/post/3kngniii2gi2r,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
332,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntuinenm323,civic,left-leaning,civic,left-leaning,civic,left-leaning,civic,left-leaning
