uri,created_at,link,Link,Text,Retweets,Likes,Comments,Civic,Feed,Timestamp,author_handle,is_frequent_poster,did,text,prob_toxic,label_toxic,prob_affinity,label_affinity,prob_compassion,label_compassion,prob_constructive,label_constructive,prob_curiosity,label_curiosity,prob_nuance,label_nuance,prob_personal_story,label_personal_story,prob_alienation,label_alienation,prob_fearmongering,label_fearmongering,prob_generalization,label_generalization,prob_moral_outrage,label_moral_outrage,prob_scapegoating,label_scapegoating
at://did:plc:rcuw37omqud7tokjtqv2zr4q/app.bsky.feed.post/3koegbj2stu2w,2024-03-23T12:27:06.038Z,https://bsky.app/profile/davidbrace2.bsky.social/post/3koegbj2stu2w,https://bsky.app/profile/davidbrace2.bsky.social/post/3koegbj2stu2w,"From ""Apocalypse (Still Life)"": ""Buildingfire (Fred & Ginger)"", oil on canvas, 12x16"", 2022- $950(Cdn)",3,13,2,False,,,davidbrace2.bsky.social,False,at://did:plc:rcuw37omqud7tokjtqv2zr4q/app.bsky.feed.post/3koegbj2stu2w,"From ""Apocalypse (Still Life)"": ""Buildingfire (Fred & Ginger)"", oil on canvas, 12x16"", 2022- $950(Cdn)",0.011497946,0,0.18036744,0,0.13707347,0,0.3365044,0,0.10437799,0,0.2384713,0,0.37095368,0,0.14729081,0,0.13491623,0,0.14138538,0,0.13947292,0,0.13703236,0
at://did:plc:u2nzeo2hgx3ckofwx6zklvvl/app.bsky.feed.post/3koeg7r2hin2x,2024-03-23T12:26:06.909Z,https://bsky.app/profile/thecynicist.bsky.social/post/3koeg7r2hin2x,https://bsky.app/profile/thecynicist.bsky.social/post/3koeg7r2hin2x,It is shocking how many times we have proven the solution to poverty is giving people money.,18,44,1,True,,,thecynicist.bsky.social,False,at://did:plc:u2nzeo2hgx3ckofwx6zklvvl/app.bsky.feed.post/3koeg7r2hin2x,It is shocking how many times we have proven the solution to poverty is giving people money.,0.030270588,0,0.19967446,0,0.38118678,0,0.12555276,0,0.10734529,0,0.10283129,0,0.052308604,0,0.42788187,0,0.39248985,0,0.7111404,1,0.61969393,1,0.6211769,1
at://did:plc:znkxzbolhlbdlk2o2zoxwlu7/app.bsky.feed.post/3koeg6xnhqo2v,2024-03-23T12:25:39.964Z,https://bsky.app/profile/blahaj.rodeo/post/3koeg6xnhqo2v,https://bsky.app/profile/blahaj.rodeo/post/3koeg6xnhqo2v,"peak autistic humor is responding “no” when someone asks you to do something for them,
while you’re already in the middle of doing that thing for them",10,59,9,False,,,blahaj.rodeo,False,at://did:plc:znkxzbolhlbdlk2o2zoxwlu7/app.bsky.feed.post/3koeg6xnhqo2v,"peak autistic humor is responding “no” when someone asks you to do something for them,
while you’re already in the middle of doing that thing for them",0.1587729,0,0.14633444,0,0.17844121,0,0.2769019,0,0.26654595,0,0.28765815,0,0.2912931,0,0.5741381,1,0.09714387,0,0.46108326,0,0.28661883,0,0.24145412,0
at://did:plc:npsg3gm74knbs4wlttpyimfn/app.bsky.feed.post/3koeg5hvh6m2p,2024-03-23T12:24:49.148Z,https://bsky.app/profile/audleyzdarke.bsky.social/post/3koeg5hvh6m2p,https://bsky.app/profile/audleyzdarke.bsky.social/post/3koeg5hvh6m2p,"I'm doing my best, okay?",0,15,1,False,,,audleyzdarke.bsky.social,False,at://did:plc:npsg3gm74knbs4wlttpyimfn/app.bsky.feed.post/3koeg5hvh6m2p,"I'm doing my best, okay?",0.025792383,0,0.36576703,0,0.4363525,0,0.11016245,0,0.2987437,0,0.103851885,0,0.35595018,0,0.25650823,0,0.27357143,0,0.20564096,0,0.24593034,0,0.20868635,0
at://did:plc:m6s4ffoigukwtp4lvq5uzbxi/app.bsky.feed.post/3koeg3jkggf2q,2024-03-23T12:23:44.988Z,https://bsky.app/profile/lauraamalasunta.bsky.social/post/3koeg3jkggf2q,https://bsky.app/profile/lauraamalasunta.bsky.social/post/3koeg3jkggf2q,Looking for the bit where Judith Butler says what you thought they said,0,19,0,False,,,lauraamalasunta.bsky.social,False,at://did:plc:m6s4ffoigukwtp4lvq5uzbxi/app.bsky.feed.post/3koeg3jkggf2q,Looking for the bit where Judith Butler says what you thought they said,0.020231359,0,0.21417195,0,0.09678974,0,0.11907599,0,0.61039686,1,0.12761015,0,0.121998236,0,0.20040816,0,0.08115245,0,0.093508035,0,0.06400541,0,0.060975682,0
at://did:plc:vwql7wouoeyj7iyu44ahz3w7/app.bsky.feed.post/3koeg2rennt2y,2024-03-23T12:23:19.521Z,https://bsky.app/profile/bluesnowflake.bsky.social/post/3koeg2rennt2y,https://bsky.app/profile/bluesnowflake.bsky.social/post/3koeg2rennt2y,3 days trying to untangle this mess- I’m ready to burn the fukking house down!,0,18,8,False,,,bluesnowflake.bsky.social,False,at://did:plc:vwql7wouoeyj7iyu44ahz3w7/app.bsky.feed.post/3koeg2rennt2y,3 days trying to untangle this mess- I’m ready to burn the fukking house down!,0.6667219,1,0.39472556,0,0.16102377,0,0.10416048,0,0.11338645,0,0.09097979,0,0.561672,1,0.25948927,0,0.32014117,0,0.08854021,0,0.3597087,0,0.24145412,0
at://did:plc:t4ugkdwwiy4nni4v7svyaisy/app.bsky.feed.post/3koefyresfo24,2024-03-23T12:22:13.111Z,https://bsky.app/profile/soapachu.bsky.social/post/3koefyresfo24,https://bsky.app/profile/soapachu.bsky.social/post/3koefyresfo24,Getting my nails done and the place is just casually showing the WSL. Can't imagine that a few years ago...,0,14,1,False,,,soapachu.bsky.social,False,at://did:plc:t4ugkdwwiy4nni4v7svyaisy/app.bsky.feed.post/3koefyresfo24,Getting my nails done and the place is just casually showing the WSL. Can't imagine that a few years ago...,0.02072494,0,0.37917098,0,0.24012628,0,0.25357863,0,0.18398336,0,0.18780111,0,0.6952286,1,0.09807436,0,0.09714387,0,0.24770443,0,0.09179657,0,0.16200592,0
at://did:plc:2satfah44msc3khoojnhrvuj/app.bsky.feed.post/3koefyk3hl22t,2024-03-23T12:22:04.799Z,https://bsky.app/profile/jimmerthatisall.bsky.social/post/3koefyk3hl22t,https://bsky.app/profile/jimmerthatisall.bsky.social/post/3koefyk3hl22t,I’m not shallow I’m empty get it right.,15,22,0,False,,,jimmerthatisall.bsky.social,False,at://did:plc:2satfah44msc3khoojnhrvuj/app.bsky.feed.post/3koefyk3hl22t,I’m not shallow I’m empty get it right.,0.04166769,0,0.40142974,0,0.321393,0,0.09673003,0,0.100476414,0,0.10590835,0,0.40256247,0,0.61672014,1,0.11433243,0,0.2692481,0,0.35269052,0,0.18079075,0
at://did:plc:x6l3uz63jjt43tcaif7tdvgj/app.bsky.feed.post/3koefxxgwpm2b,2024-03-23T12:21:45.031Z,https://bsky.app/profile/mobute.bsky.social/post/3koefxxgwpm2b,https://bsky.app/profile/mobute.bsky.social/post/3koefxxgwpm2b,"writing a beloved 80s kids comedy, and the personality of one of the kids is ""fat,"" his habits are ""eat,"" and his name is ""double cheeseburger""",21,233,17,False,,,mobute.bsky.social,False,at://did:plc:x6l3uz63jjt43tcaif7tdvgj/app.bsky.feed.post/3koefxxgwpm2b,"writing a beloved 80s kids comedy, and the personality of one of the kids is ""fat,"" his habits are ""eat,"" and his name is ""double cheeseburger""",0.3281604,0,0.12267091,0,0.15372267,0,0.40364674,0,0.10437799,0,0.27206606,0,0.41326845,0,0.29139617,0,0.050880987,0,0.22495817,0,0.12056076,0,0.07626099,0
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3koefxcyq5i25,2024-03-23T12:21:23.446Z,https://bsky.app/profile/lolgop.bsky.social/post/3koefxcyq5i25,https://bsky.app/profile/lolgop.bsky.social/post/3koefxcyq5i25,The experiment is how long they can keep replicating positive results without doing much of anything about it.,41,157,0,True,,,lolgop.bsky.social,False,at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3koefxcyq5i25,The experiment is how long they can keep replicating positive results without doing much of anything about it.,0.017089844,0,0.0010945929,0,0.05646184,0,0.17286047,0,0.11338645,0,0.12647597,0,0.0035067226,0,0.24615806,0,0.43344343,0,0.47080198,0,0.23334341,0,0.37586197,0
at://did:plc:kjsl6b5t5klf5cbtnkyxq3ar/app.bsky.feed.post/3koefuqlcp42a,2024-03-23T12:19:58.298Z,https://bsky.app/profile/anarchonion.bsky.social/post/3koefuqlcp42a,https://bsky.app/profile/anarchonion.bsky.social/post/3koefuqlcp42a,I'm sorry my love but i lied...this task is neither going to be easy nor peasy,0,14,3,False,,,anarchonion.bsky.social,True,at://did:plc:kjsl6b5t5klf5cbtnkyxq3ar/app.bsky.feed.post/3koefuqlcp42a,I'm sorry my love but i lied...this task is neither going to be easy nor peasy,0.067380086,0,0.29989743,0,0.35425907,0,0.11726139,0,0.103396736,0,0.09387397,0,0.30762184,0,0.31326935,0,0.32014117,0,0.19613408,0,0.17468351,0,0.13703236,0
at://did:plc:sayeevaewowlo5wcdinp2mqy/app.bsky.feed.post/3koefpqiah22t,2024-03-23T12:17:09.579Z,https://bsky.app/profile/conniemenefee.bsky.social/post/3koefpqiah22t,https://bsky.app/profile/conniemenefee.bsky.social/post/3koefpqiah22t,Many years ago at the Cincinnati Zoo - North American river otter,3,12,0,False,,,conniemenefee.bsky.social,False,at://did:plc:sayeevaewowlo5wcdinp2mqy/app.bsky.feed.post/3koefpqiah22t,Many years ago at the Cincinnati Zoo - North American river otter,0.059479803,0,0.11183177,0,0.10410205,0,0.23307678,0,0.061006065,0,0.15872851,0,0.42846215,0,0.21273878,0,0.19730504,0,0.15321015,0,0.17662695,0,0.15111288,0
at://did:plc:x5yqywe7lnmxcw5qpkkskgse/app.bsky.feed.post/3koefnqddsv2e,2024-03-23T12:16:02.169Z,https://bsky.app/profile/adamkotsko.bsky.social/post/3koefnqddsv2e,https://bsky.app/profile/adamkotsko.bsky.social/post/3koefnqddsv2e,"Every millisecond you spend designing, explaining, and enforcing stupid punitive systems like this is lost to actual education.",3,35,3,True,,,adamkotsko.bsky.social,False,at://did:plc:x5yqywe7lnmxcw5qpkkskgse/app.bsky.feed.post/3koefnqddsv2e,"Every millisecond you spend designing, explaining, and enforcing stupid punitive systems like this is lost to actual education.",0.5885171,1,0.08714753,0,0.18097372,0,0.10585547,0,0.07410899,0,0.055034567,0,0.011842369,0,0.5673642,1,0.65083814,1,0.5997816,1,0.76058394,1,0.49004662,0
at://did:plc:6wzqkqpcep2yjlwavrj2t3sf/app.bsky.feed.post/3koef7oq2be2r,2024-03-23T12:08:08.811Z,https://bsky.app/profile/lordjuiblex.bsky.social/post/3koef7oq2be2r,https://bsky.app/profile/lordjuiblex.bsky.social/post/3koef7oq2be2r,I don't want to tell a hat store how to sell hats. But the man in this photo does not look happy about wearing this hat.,4,25,6,False,,,lordjuiblex.bsky.social,False,at://did:plc:6wzqkqpcep2yjlwavrj2t3sf/app.bsky.feed.post/3koef7oq2be2r,I don't want to tell a hat store how to sell hats. But the man in this photo does not look happy about wearing this hat.,0.039226998,0,0.17545563,0,0.49698222,0,0.29363838,0,0.11749236,0,0.31153792,0,0.19912818,0,0.44482207,0,0.2975852,0,0.35387492,0,0.3353961,0,0.20661998,0
at://did:plc:yjsxhx3jmbrzcwv5teaoaqe4/app.bsky.feed.post/3koef4m32vq2r,2024-03-23T12:06:27.278Z,https://bsky.app/profile/theearlyworm.bsky.social/post/3koef4m32vq2r,https://bsky.app/profile/theearlyworm.bsky.social/post/3koef4m32vq2r,"UNIONS INCREASE WEALTH FOR ALL AMERICANS.
New study finds the biggest boost goes to Black and Hispanic
households as well as those without a college degree.
Dig into democracy at www.erlywrm.com
",5,16,2,True,,,theearlyworm.bsky.social,False,at://did:plc:yjsxhx3jmbrzcwv5teaoaqe4/app.bsky.feed.post/3koef4m32vq2r,"UNIONS INCREASE WEALTH FOR ALL AMERICANS.
New study finds the biggest boost goes to Black and Hispanic
households as well as those without a college degree.
Dig into democracy at www.erlywrm.com
",0.17025198,0,0.2329597,0,0.27033064,0,0.5772782,1,0.090076774,0,0.3739005,0,0.3692442,0,0.3599499,0,0.15677524,0,0.7819916,1,0.25019324,0,0.29483557,0
at://did:plc:zs5cbnx3p4g5mie5peplc665/app.bsky.feed.post/3koeexicqj72w,2024-03-23T12:03:35.648Z,https://bsky.app/profile/thomaszimmer.bsky.social/post/3koeexicqj72w,https://bsky.app/profile/thomaszimmer.bsky.social/post/3koeexicqj72w,"Weekend reading: I wrote about how “Project 2025” fits in the history of modern conservatism,
how it captures the Right’s radicalization – and why it is so dangerous.",8,29,1,True,,,thomaszimmer.bsky.social,False,at://did:plc:zs5cbnx3p4g5mie5peplc665/app.bsky.feed.post/3koeexicqj72w,"Weekend reading: I wrote about how “Project 2025” fits in the history of modern conservatism,
how it captures the Right’s radicalization – and why it is so dangerous.",0.038519915,0,0.28066093,0,0.07129011,0,0.30919355,0,0.30485183,0,0.13966006,0,0.36071485,0,0.5021476,1,0.15457156,0,0.48956457,0,0.35619268,0,0.32129,0
at://did:plc:btj7htumgboprmobfodhw7wu/app.bsky.feed.post/3kodtnwro7c2g,2024-03-23T06:54:01.223Z,https://bsky.app/profile/joparkerbear.bsky.social/post/3kodtnwro7c2g,https://bsky.app/profile/joparkerbear.bsky.social/post/3kodtnwro7c2g,"who would like to do me the great kindness of opening my window,
blowing a tranquilizer dart into my neck, and then fleeing the scene",12,25,2,False,,,joparkerbear.bsky.social,False,at://did:plc:btj7htumgboprmobfodhw7wu/app.bsky.feed.post/3kodtnwro7c2g,"who would like to do me the great kindness of opening my window,
blowing a tranquilizer dart into my neck, and then fleeing the scene",0.42985553,0,0.07813416,0,0.19121124,0,0.13125886,0,0.29063478,0,0.11977882,0,0.18987136,0,0.36983415,0,0.41932938,0,0.11841835,0,0.2544893,0,0.20046926,0
at://did:plc:vtcm54bmbkuaj32aiqtbvrwu/app.bsky.feed.post/3kodtipufnx22,2024-03-23T06:51:06.612Z,https://bsky.app/profile/acab4cutie.top/post/3kodtipufnx22,https://bsky.app/profile/acab4cutie.top/post/3kodtipufnx22,this is my twitter roman empire,11,55,2,False,,,acab4cutie.top,False,at://did:plc:vtcm54bmbkuaj32aiqtbvrwu/app.bsky.feed.post/3kodtipufnx22,this is my twitter roman empire,0.048842013,0,0.29989743,0,0.16102377,0,0.1406137,0,0.12271099,0,0.15556577,0,0.28869942,0,0.32597813,0,0.31134543,0,0.2810419,0,0.28775686,0,0.32001022,0
at://did:plc:ortrrmj7ycrnkawtbrun4njs/app.bsky.feed.post/3kodtim2or32e,2024-03-23T06:51:02.862Z,https://bsky.app/profile/catgirlfingies.bsky.social/post/3kodtim2or32e,https://bsky.app/profile/catgirlfingies.bsky.social/post/3kodtim2or32e,Happy anniversary Resident Evil Can't believe it's been 28 years wow,2,17,0,False,,,catgirlfingies.bsky.social,False,at://did:plc:ortrrmj7ycrnkawtbrun4njs/app.bsky.feed.post/3kodtim2or32e,Happy anniversary Resident Evil Can't believe it's been 28 years wow,0.11171334,0,0.46774283,0,0.31372264,0,0.122753285,0,0.120612115,0,0.07717534,0,0.41788813,0,0.104975246,0,0.26827538,0,0.16220845,0,0.08990665,0,0.18464175,0
at://did:plc:eycg47nc4kycvzgiq3r5h326/app.bsky.feed.post/3kodtfo2k2g2y,2024-03-23T06:49:23.981Z,https://bsky.app/profile/rikefranke.bsky.social/post/3kodtfo2k2g2y,https://bsky.app/profile/rikefranke.bsky.social/post/3kodtfo2k2g2y,"I have written about the growing dependence of states on private (civilian) firms for vitally
important military capabilities here 👇
https://veranstaltungen.handelsblatt.com/journal/hb-journal-02-2024-sicherheit-und-verteidigung/#Seite_18",10,48,1,True,,,rikefranke.bsky.social,False,at://did:plc:eycg47nc4kycvzgiq3r5h326/app.bsky.feed.post/3kodtfo2k2g2y,"I have written about the growing dependence of states on private (civilian) firms for vitally
important military capabilities here 👇
https://veranstaltungen.handelsblatt.com/journal/hb-journal-02-2024-sicherheit-und-verteidigung/#Seite_18",0.0074768066,0,0.14633444,0,0.08458632,0,0.52817386,1,0.30689266,0,0.32614216,0,0.38878402,0,0.13602011,0,0.35588497,0,0.2184817,0,0.10484648,0,0.18464175,0
at://did:plc:fpfyc75kk67kcta3fubeavpv/app.bsky.feed.post/3kodtf27vj62z,2024-03-23T06:49:03.121Z,https://bsky.app/profile/nataliereed84.bsky.social/post/3kodtf27vj62z,https://bsky.app/profile/nataliereed84.bsky.social/post/3kodtf27vj62z,"The fact that they made a staple carb tuber crop, a tasty veggie crop, a savory fruit crop with diverse
tastes, an extremely flavourful and delicious mildly-spicy pepper crop,
AND an enjoyable stimulant smoking crop ALL from the same family
of extremely poisonous flowers is just like mindblowing.",2,12,3,False,,,nataliereed84.bsky.social,False,at://did:plc:fpfyc75kk67kcta3fubeavpv/app.bsky.feed.post/3kodtf27vj62z,"The fact that they made a staple carb tuber crop, a tasty veggie crop, a savory fruit crop with diverse
tastes, an extremely flavourful and delicious mildly-spicy pepper crop,
AND an enjoyable stimulant smoking crop ALL from the same family
of extremely poisonous flowers is just like mindblowing.",0.11098998,0,0.25667855,0,0.12096021,0,0.67556167,1,0.2825658,0,0.5664272,1,0.36753565,0,0.03941436,0,0.07941056,0,0.18673708,0,0.16321267,0,0.044374865,0
at://did:plc:ojpwzitzlxcjttea3paf4zv3/app.bsky.feed.post/3kodt47pdqz2i,2024-03-23T06:44:07.071Z,https://bsky.app/profile/tiamarie.bsky.social/post/3kodt47pdqz2i,https://bsky.app/profile/tiamarie.bsky.social/post/3kodt47pdqz2i,Jaxon is shrimpin,3,21,0,False,,,tiamarie.bsky.social,False,at://did:plc:ojpwzitzlxcjttea3paf4zv3/app.bsky.feed.post/3kodt47pdqz2i,Jaxon is shrimpin,0.37340668,0,0.23531619,0,0.19644909,0,0.16659191,0,0.10734529,0,0.16190393,0,0.27196017,0,0.33982548,0,0.37107298,0,0.33813402,0,0.25664917,0,0.24145412,0
at://did:plc:yh6exh6qoowupd3mezkuhseh/app.bsky.feed.post/3kobeywj27f2c,2024-03-22T07:26:25.996Z,https://bsky.app/profile/dimsie.bsky.social/post/3kobeywj27f2c,https://bsky.app/profile/dimsie.bsky.social/post/3kobeywj27f2c,"The best thing about being a fat person on a flight travelling with skinny kids is that they become
your buffer against the Grumpy Asshole brigade. The Limpet could fit two of him in his middle
seat and I am here beside him in glorious isolation",0,12,0,,,,dimsie.bsky.social,False,at://did:plc:yh6exh6qoowupd3mezkuhseh/app.bsky.feed.post/3kobeywj27f2c,"The best thing about being a fat person on a flight travelling with skinny kids is that they become
your buffer against the Grumpy Asshole brigade. The Limpet could fit two of him in his middle
seat and I am here beside him in glorious isolation",0.6407703,1,0.4532196,0,0.39977503,0,0.23715812,0,0.084609546,0,0.27982917,0,0.7685039,1,0.7057046,1,0.174536,0,0.55978775,1,0.37511086,0,0.22738464,0
at://did:plc:5hwy5afvfhonj6mrpcxm3rfy/app.bsky.feed.post/3kobdoljq6x2y,2024-03-22T07:02:43.715Z,https://bsky.app/profile/emily.gorcen.ski/post/3kobdoljq6x2y,https://bsky.app/profile/emily.gorcen.ski/post/3kobdoljq6x2y,"Not only do I not give a shit if embassies can fly Pride flags I kind of am glad that they can’t because
my flag does does not belong on the house of an empire",2,18,2,,,,emily.gorcen.ski,False,at://did:plc:5hwy5afvfhonj6mrpcxm3rfy/app.bsky.feed.post/3kobdoljq6x2y,"Not only do I not give a shit if embassies can fly Pride flags I kind of am glad that they can’t because
my flag does does not belong on the house of an empire",0.6289369,1,0.39026847,0,0.11651174,0,0.1331928,0,0.07928687,0,0.19109875,0,0.49753848,0,0.70929784,1,0.08996702,0,0.5539669,1,0.6082371,1,0.4364279,0
at://did:plc:jfpub26kfrtponcqzi7i7udl/app.bsky.feed.post/3kobdnpsijd2m,2024-03-22T07:02:13.040Z,https://bsky.app/profile/womensart1.bsky.social/post/3kobdnpsijd2m,https://bsky.app/profile/womensart1.bsky.social/post/3kobdnpsijd2m,Contemporary British ceramic artist Kitty Shepherd #womensart,9,38,0,False,,,womensart1.bsky.social,False,at://did:plc:jfpub26kfrtponcqzi7i7udl/app.bsky.feed.post/3kobdnpsijd2m,Contemporary British ceramic artist Kitty Shepherd #womensart,0.017215505,0,0.12726861,0,0.11870198,0,0.22631595,0,0.0837122,0,0.13966006,0,0.18757416,0,0.16165178,0,0.32308015,0,0.2542841,0,0.17857973,0,0.24533865,0
at://did:plc:pjygcxhjptmvgrcwvh3beftf/app.bsky.feed.post/3kobdjkfwrf2h,2024-03-22T06:59:54.790Z,https://bsky.app/profile/portdrift.bsky.social/post/3kobdjkfwrf2h,https://bsky.app/profile/portdrift.bsky.social/post/3kobdjkfwrf2h,"who would like to do me the great kindness of opening my window, blowing a tranquilizer dart
into my neck, and then fleeing the scene",0,22,3,False,,,portdrift.bsky.social,False,at://did:plc:pjygcxhjptmvgrcwvh3beftf/app.bsky.feed.post/3kobdjkfwrf2h,"who would like to do me the great kindness of opening my window, blowing a tranquilizer dart
into my neck, and then fleeing the scene",0.44002727,0,0.08897218,0,0.17591934,0,0.1331928,0,0.30077735,0,0.12310397,0,0.20501089,0,0.37980342,0,0.413706,0,0.122436896,0,0.26099503,0,0.19843441,0
at://did:plc:w5viaieabxbyiams2sgchvpn/app.bsky.feed.post/3kobdjddlm42h,2024-03-22T06:59:47.667Z,https://bsky.app/profile/shetalya.bsky.social/post/3kobdjddlm42h,https://bsky.app/profile/shetalya.bsky.social/post/3kobdjddlm42h,kahvaltı tabağım kadar alakasız ama sebepsiz neşeli ve renkli bi gün dilerim erenler🤘🏻,0,20,0,False,,,shetalya.bsky.social,False,at://did:plc:w5viaieabxbyiams2sgchvpn/app.bsky.feed.post/3kobdjddlm42h,kahvaltı tabağım kadar alakasız ama sebepsiz neşeli ve renkli bi gün dilerim erenler🤘🏻,0.22177623,0,0.09820561,0,0.31525165,0,0.1406137,0,0.09474389,0,0.115418,0,0.24914877,0,0.2883094,0,0.11433243,0,0.27428618,0,0.21083815,0,0.15652306,0
at://did:plc:knqewjjfjkg2pne3fikuyadi/app.bsky.feed.post/3kobdiy4gi22f,2024-03-22T06:59:35.698Z,https://bsky.app/profile/hungrymama.bsky.social/post/3kobdiy4gi22f,https://bsky.app/profile/hungrymama.bsky.social/post/3kobdiy4gi22f,"Removing funding for continuous glucose monitors is lower than low.
We should be funding them for every single person who uses insulin
- I self fund one and it has saved my bacon so many times and a kid
with T1 is so much more vulnerable than I am.",5,37,2,True,,,hungrymama.bsky.social,False,at://did:plc:knqewjjfjkg2pne3fikuyadi/app.bsky.feed.post/3kobdiy4gi22f,"Removing funding for continuous glucose monitors is lower than low.
We should be funding them for every single person who uses insulin
- I self fund one and it has saved my bacon so many times and a kid
with T1 is so much more vulnerable than I am.",0.017843807,0,0.5654446,1,0.8161044,1,0.7544598,1,0.2546384,0,0.6327013,1,0.74777347,1,0.20963818,0,0.38329166,0,0.5933241,1,0.6050675,1,0.1788765,0
at://did:plc:jfpub26kfrtponcqzi7i7udl/app.bsky.feed.post/3kobdia5kfd2q,2024-03-22T06:59:08.852Z,https://bsky.app/profile/womensart1.bsky.social/post/3kobdia5kfd2q,https://bsky.app/profile/womensart1.bsky.social/post/3kobdia5kfd2q,"Eva Krbdk, contemporary Turkish tattoo artist who sometimes re-interprets the work of famous artists",14,67,0,False,,,womensart1.bsky.social,False,at://did:plc:jfpub26kfrtponcqzi7i7udl/app.bsky.feed.post/3kobdia5kfd2q,"Eva Krbdk, contemporary Turkish tattoo artist who sometimes re-interprets the work of famous artists",0.02072494,0,0.115430765,0,0.10819801,0,0.29504436,0,0.10241937,0,0.24175529,0,0.25166142,0,0.20347312,0,0.24202219,0,0.18362866,0,0.13770942,0,0.13876477,0
at://did:plc:uawpnizar3zx77tupwgqeczj/app.bsky.feed.post/3kobdh52dzk2z,2024-03-22T06:58:33.914Z,https://bsky.app/profile/brokenstarfish.bsky.social/post/3kobdh52dzk2z,https://bsky.app/profile/brokenstarfish.bsky.social/post/3kobdh52dzk2z,She’s just lying there purring at me,0,27,2,False,,,brokenstarfish.bsky.social,False,at://did:plc:uawpnizar3zx77tupwgqeczj/app.bsky.feed.post/3kobdh52dzk2z,She’s just lying there purring at me,0.23198941,0,0.21174517,0,0.2985656,0,0.11907599,0,0.09380275,0,0.12088228,0,0.38844004,0,0.28677008,0,0.30842054,0,0.14138538,0,0.24805763,0,0.17318203,0
at://did:plc:p3vdrhjpqfnrj5523b5dnl7c/app.bsky.feed.post/3kobdf4vgtk2j,2024-03-22T06:57:26.707Z,https://bsky.app/profile/slaypussyhat.gay/post/3kobdf4vgtk2j,https://bsky.app/profile/slaypussyhat.gay/post/3kobdf4vgtk2j,hehehe boys,0,16,1,False,,,slaypussyhat.gay,False,at://did:plc:p3vdrhjpqfnrj5523b5dnl7c/app.bsky.feed.post/3kobdf4vgtk2j,hehehe boys,0.050326355,0,0.28784943,0,0.27326855,0,0.1361225,0,0.14603578,0,0.1329856,0,0.25670323,0,0.38123474,0,0.45575067,0,0.46836692,0,0.33654043,0,0.36036575,0
at://did:plc:v5r3wdrdcp5kgjx5jz2eykc6/app.bsky.feed.post/3kobddgjb4k2z,2024-03-22T06:56:29.651Z,https://bsky.app/profile/jayneagain.bsky.social/post/3kobddgjb4k2z,https://bsky.app/profile/jayneagain.bsky.social/post/3kobddgjb4k2z,Thomas guarding all the voids while they do breakfast 😻,4,37,1,False,,,jayneagain.bsky.social,False,at://did:plc:v5r3wdrdcp5kgjx5jz2eykc6/app.bsky.feed.post/3kobddgjb4k2z,Thomas guarding all the voids while they do breakfast 😻,0.039935954,0,0.18283133,0,0.2044055,0,0.17538343,0,0.10144578,0,0.12310397,0,0.18872178,0,0.19431347,0,0.30842054,0,0.23789406,0,0.19656126,0,0.23247011,0
at://did:plc:z233fl2onqt7wbjkolynhsi3/app.bsky.feed.post/3kobdceihfo25,2024-03-22T06:55:53.906Z,https://bsky.app/profile/swordsjew.bsky.social/post/3kobdceihfo25,https://bsky.app/profile/swordsjew.bsky.social/post/3kobdceihfo25,"ok so im reading dune for the first time since i was 11 (all i remembered was worms
and pee suits and a messiah guy) and i love how completely demented this book is.
i love that there's a warrior bard and a guy named DUNCAN IDAHO",14,510,32,False,,,swordsjew.bsky.social,False,at://did:plc:z233fl2onqt7wbjkolynhsi3/app.bsky.feed.post/3kobdceihfo25,"ok so im reading dune for the first time since i was 11 (all i remembered was worms
and pee suits and a messiah guy) and i love how completely demented this book is.
i love that there's a warrior bard and a guy named DUNCAN IDAHO",0.22712809,0,0.33484155,0,0.15614524,0,0.22901386,0,0.1762937,0,0.16190393,0,0.6575432,1,0.35574147,0,0.122394055,0,0.061811548,0,0.2395989,0,0.039868217,0
at://did:plc:utoo7rhhf3rm76pnmqz5ujvb/app.bsky.feed.post/3kobdbbpghx25,2024-03-22T06:55:17.327Z,https://bsky.app/profile/witshell.bsky.social/post/3kobdbbpghx25,https://bsky.app/profile/witshell.bsky.social/post/3kobdbbpghx25,#birds,11,89,2,False,,,witshell.bsky.social,False,at://did:plc:utoo7rhhf3rm76pnmqz5ujvb/app.bsky.feed.post/3kobdbbpghx25,#birds,0.024378212,0,0.33703154,0,0.30006987,0,0.14807095,0,0.18978162,0,0.22137496,0,0.26940405,0,0.36983415,0,0.48220512,0,0.41653508,0,0.37750313,0,0.37716222,0
