link,created_at,uri,num_likes,num_reposts,num_replies,civic,text,source_feed,author_handle,handle,is_frequent_poster,did,prob_toxic,label_toxic,prob_affinity,label_affinity,prob_compassion,label_compassion,prob_constructive,label_constructive,prob_curiosity,label_curiosity,prob_nuance,label_nuance,prob_personal_story,label_personal_story,prob_alienation,label_alienation,prob_fearmongering,label_fearmongering,prob_generalization,label_generalization,prob_moral_outrage,label_moral_outrage,prob_scapegoating,label_scapegoating,total_engagement
https://bsky.app/profile/mtsw.bsky.social/post/3kneabcfmam2r,2024-03-10T17:14:24.403Z,at://did:plc:swgxwbir4rrimj57pf75jckf/app.bsky.feed.post/3kneabcfmam2r,1211,186,40,True,"Made this point before, but you can't understand conservative obsession with cartels as a pressing safety issue for Americans without understanding that cartels largely displaced ""terrorists"" as the default villain in the type of network TV cop/troop procedural they advertise on NFL games",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,mtsw.bsky.social,mtsw.bsky.social,True,at://did:plc:swgxwbir4rrimj57pf75jckf/app.bsky.feed.post/3kneabcfmam2r,0.13908891,0,0.47774684,0,0.17591934,0,0.42223948,0,0.45366803,0,0.3739005,0,0.082418695,0,0.6349587,1,0.27888256,0,0.8051918,1,0.46827552,0,0.578038,1,1437
https://bsky.app/profile/oregonzoo.bsky.social/post/3kngw3mk7o42y,2024-03-11T18:50:15.623Z,at://did:plc:2jspkem5l66pgvdhkcibmh3d/app.bsky.feed.post/3kngw3mk7o42y,1223,194,20,False,Happy Monday after daylight saving time,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,oregonzoo.bsky.social,oregonzoo.bsky.social,False,at://did:plc:2jspkem5l66pgvdhkcibmh3d/app.bsky.feed.post/3kngw3mk7o42y,0.016712861,0,0.35466036,0,0.2206499,0,0.15914497,0,0.109343514,0,0.10283129,0,0.37848535,0,0.19735487,0,0.4391087,0,0.35387492,0,0.24170092,0,0.25447696,0,1437
https://bsky.app/profile/jbouie.bsky.social/post/3knovykscwk2i,2024-03-14T23:09:51.180Z,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3knovykscwk2i,1233,168,14,True,it is important to emphasize again and again that the election happens in november and the only choice that matters is that of the voters. the electoral counting process has no significance outside of its procedural necessity.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,jbouie.bsky.social,jbouie.bsky.social,False,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3knovykscwk2i,0.011686437,0,0.06756433,0,0.15857893,0,0.5591881,1,0.15540445,0,0.30831957,0,0.065453626,0,0.15013877,0,0.23422225,0,0.39849445,0,0.15024099,0,0.1601706,0,1415
https://bsky.app/profile/ryanlcooper.com/post/3kngxbmxabd2z,2024-03-11T19:11:30.799Z,at://did:plc:p5yoii26kayabauhkym3vtms/app.bsky.feed.post/3kngxbmxabd2z,896,486,32,True,"just want to re-up this. the fucking ACLU is trying to blow a giant hole in labor law, AND GET TRUMP'S GUY REAPPOINTED AS GENERAL COUNSEL, so they can get away with illegally firing someone who complained about their supervisor",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,ryanlcooper.com,ryanlcooper.com,True,at://did:plc:p5yoii26kayabauhkym3vtms/app.bsky.feed.post/3kngxbmxabd2z,0.6289369,1,0.1011181,0,0.376459,0,0.23852259,0,0.09474389,0,0.18124555,0,0.08523248,0,0.8641717,1,0.48920658,0,0.6924763,1,0.8998245,1,0.8283142,1,1414
https://bsky.app/profile/bigbigtruck.bsky.social/post/3knr46thgtc2f,2024-03-15T20:06:02.218Z,at://did:plc:iqaa2axsarcpx2tuspnp6ybi/app.bsky.feed.post/3knr46thgtc2f,918,466,24,False,Apparently Gumroad is banning all NSFW content including r18 novels and art/comics and has only given 24 hours notice. Cool shit. Anyway support independent artists and fuck puritan bootlickers,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,bigbigtruck.bsky.social,bigbigtruck.bsky.social,False,at://did:plc:iqaa2axsarcpx2tuspnp6ybi/app.bsky.feed.post/3knr46thgtc2f,0.8403191,1,0.34362122,0,0.23171476,0,0.36964315,0,0.08823851,0,0.15872851,0,0.22068773,0,0.64738345,1,0.074226536,0,0.694217,1,0.58468103,1,0.6478133,1,1408
https://bsky.app/profile/profmusgrave.bsky.social/post/3kngl45twie23,2024-03-11T15:33:42.688Z,at://did:plc:kyttpb6um57f4c2wep25lqhq/app.bsky.feed.post/3kngl45twie23,1090,279,31,True,It's not clear to me that there's a broad understanding in the American public that Ukraine may well lose and that this will be largely House Republicans' fault. I'd bet that if it does lose that Republicans will blame Biden and this will find some of an audience.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,profmusgrave.bsky.social,profmusgrave.bsky.social,True,at://did:plc:kyttpb6um57f4c2wep25lqhq/app.bsky.feed.post/3kngl45twie23,0.063027434,0,0.3679965,0,0.32757276,0,0.5905363,1,0.4327431,0,0.40649256,0,0.066309564,0,0.5021476,1,0.61162716,1,0.69783145,1,0.26099503,0,0.52119625,1,1400
https://bsky.app/profile/shengokai.bsky.social/post/3knjxmgdd4s2a,2024-03-12T23:55:32.242Z,at://did:plc:mvmfhonrfi2pwippivfcrvdw/app.bsky.feed.post/3knjxmgdd4s2a,1097,259,17,True,"The very concept of “pre-existing conditions” as something not covered by insurance, and therefore solely the patient’s responsibility is immoral and as close an example of institutional cruelty as I can provide. Just fucking evil.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,shengokai.bsky.social,shengokai.bsky.social,False,at://did:plc:mvmfhonrfi2pwippivfcrvdw/app.bsky.feed.post/3knjxmgdd4s2a,0.6020386,1,0.3130916,0,0.79519826,1,0.30919355,0,0.11543151,0,0.28923154,0,0.21100153,0,0.62143666,1,0.42778924,0,0.657091,1,0.95120466,1,0.54965883,1,1373
https://bsky.app/profile/markharris.bsky.social/post/3knjbkoqy3r2x,2024-03-12T17:20:51.931Z,at://did:plc:zknk3rjsatent75sdbbopown/app.bsky.feed.post/3knjbkoqy3r2x,1043,298,23,True,"Jonathan Glazer basically said, we're Jews who made a movie about the Holocaust, and Jews who use their Jewish identity or invoke the Holocaust to justify what's happening in Gaza do not speak for us. And he continues to be demonized and vilified for it. https://www.hollywoodreporter.com/movies/movie-news/jonathan-glazer-oscars-speech-condemned-holocaust-survivors-foundation-1235850275/",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,markharris.bsky.social,markharris.bsky.social,False,at://did:plc:zknk3rjsatent75sdbbopown/app.bsky.feed.post/3knjbkoqy3r2x,0.2854971,0,0.23060848,0,0.6208738,1,0.6416498,1,0.2785459,0,0.58076596,1,0.3275703,0,0.6525222,1,0.19498986,0,0.60545397,1,0.5874907,1,0.4865586,0,1364
https://bsky.app/profile/ernekid.bsky.social/post/3knrpatsqms2q,2024-03-16T01:47:12.056Z,at://did:plc:aokun7ktw65zn7esn3o4tikm/app.bsky.feed.post/3knrpatsqms2q,1193,134,35,False,"In Madame Web at 39.30 minutes in you can clearly see an Amtrak locomotive painted in Amtrak's Phase V livery, which wasn't widely adopted until 2005, despite this film being set in 2003. Boy I hope someone got fired for that blunder",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,ernekid.bsky.social,ernekid.bsky.social,True,at://did:plc:aokun7ktw65zn7esn3o4tikm/app.bsky.feed.post/3knrpatsqms2q,0.22177623,0,0.115430765,0,0.11233474,0,0.661302,1,0.14417121,0,0.5133586,1,0.39566702,0,0.1069898,0,0.08996702,0,0.20564096,0,0.10928553,0,0.12179707,0,1362
https://bsky.app/profile/kekeflipnote.bsky.social/post/3knvbpok3x72z,2024-03-17T11:55:35.711Z,at://did:plc:kerbm4u64ddsm6x4jdfucdi2/app.bsky.feed.post/3knvbpok3x72z,1058,282,19,False,A reminder that using references is NOT cheating!,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,kekeflipnote.bsky.social,kekeflipnote.bsky.social,False,at://did:plc:kerbm4u64ddsm6x4jdfucdi2/app.bsky.feed.post/3knvbpok3x72z,0.054779384,0,0.104675725,0,0.18097372,0,0.25493836,0,0.22112842,0,0.12874979,0,0.099318996,0,0.11107695,0,0.19730504,0,0.2184817,0,0.1925018,0,0.11361808,0,1359
https://bsky.app/profile/jeffgerstmann.com/post/3knrw4snwu22x,2024-03-16T03:50:12.434Z,at://did:plc:aa23o5w4w2afknay44oqxqz6/app.bsky.feed.post/3knrw4snwu22x,1095,234,17,False,"shout out to everyone who has been going through it, which by estimation is... everyone. shout out to everyone",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,jeffgerstmann.com,jeffgerstmann.com,False,at://did:plc:aa23o5w4w2afknay44oqxqz6/app.bsky.feed.post/3knrw4snwu22x,0.17285149,0,0.5935457,1,0.7542409,1,0.2617657,0,0.10536304,0,0.11220199,0,0.24289377,0,0.27454415,0,0.41089916,0,0.47486624,0,0.20478956,0,0.17697056,0,1346
https://bsky.app/profile/clpolk.com/post/3knevnjczp52b,2024-03-10T23:37:02.226Z,at://did:plc:ln3gpltnasf2s65hinoqc3s4/app.bsky.feed.post/3knevnjczp52b,1056,249,40,False,"Are you a novelist? Are you a published novelist? Are you a prepublished novelist? *gently mushes your cheeks together* IP block Goodreads. Now. Right now. Never go there. Never let your friends tell you about your GR reviews, good or bad. Your domain is everywhere the light touches-except that.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,clpolk.com,clpolk.com,False,at://did:plc:ln3gpltnasf2s65hinoqc3s4/app.bsky.feed.post/3knevnjczp52b,0.34757367,0,0.25190613,0,0.42306393,0,0.52126217,1,0.18013267,0,0.38648623,0,0.33631366,0,0.532149,1,0.57133216,1,0.5702902,1,0.43392897,0,0.23119535,0,1345
https://bsky.app/profile/joshuafoust.com/post/3kngjtesfd22j,2024-03-11T15:10:54.163Z,at://did:plc:36lot6lvgs2vmhb3xyclrgdc/app.bsky.feed.post/3kngjtesfd22j,1016,304,24,True,"One reason I don't get bent out of shape about TikTok's privacy stuff is that Americans, including the Senators and officials making noise about ByteDance, simply do not care about privacy issues. If they did, they'd pass a privacy law, not an anti-this-app-only law. It's all fake, they don't care.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,joshuafoust.com,joshuafoust.com,False,at://did:plc:36lot6lvgs2vmhb3xyclrgdc/app.bsky.feed.post/3kngjtesfd22j,0.15158679,0,0.43878457,0,0.19644909,0,0.49619472,0,0.2785459,0,0.43234292,0,0.41257727,0,0.7540345,1,0.07941056,0,0.82977957,1,0.5788581,1,0.756191,1,1344
https://bsky.app/profile/bencollins.bsky.social/post/3knqlj267ld2q,2024-03-15T15:07:32.187Z,at://did:plc:x4qyokjtdzgl7gmqhsw4ajqj/app.bsky.feed.post/3knqlj267ld2q,1090,196,55,True,"Completely maddening watching regular people I like hoovering up GOP scare bullshit with no real evidence and now excitedly endorsing a TikTok ban because it makes them appear reasonable or centrist. It’d be the first time America banned an app at this scale, a true speech issue, and it’s all vibes.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,bencollins.bsky.social,bencollins.bsky.social,False,at://did:plc:x4qyokjtdzgl7gmqhsw4ajqj/app.bsky.feed.post/3knqlj267ld2q,0.50789946,1,0.6581299,1,0.34633917,0,0.33215606,0,0.197553,0,0.26744163,0,0.6447332,1,0.85511506,1,0.21616082,0,0.806287,1,0.70108163,1,0.55185384,1,1341
https://bsky.app/profile/funranium.bsky.social/post/3knk66bfxbc2w,2024-03-13T01:52:53.867Z,at://did:plc:k4ukvr5nt2ondn2i4kfnyqw6/app.bsky.feed.post/3knk66bfxbc2w,1155,150,35,False,"If you don’t make a point to learn your janitor’s name, you are a bad person. You should, in fact, be making sure some donuts are saved for the janitorial staff. If there are not enough donuts, buy extra.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,funranium.bsky.social,funranium.bsky.social,True,at://did:plc:k4ukvr5nt2ondn2i4kfnyqw6/app.bsky.feed.post/3knk66bfxbc2w,0.22579013,0,0.2542906,0,0.56428194,1,0.52096766,1,0.12165971,0,0.36676258,0,0.17732301,0,0.6043848,1,0.20427404,0,0.51088774,1,0.5737966,1,0.30452016,0,1340
https://bsky.app/profile/profmusgrave.bsky.social/post/3kngvpjdcup2t,2024-03-11T18:43:29.486Z,at://did:plc:kyttpb6um57f4c2wep25lqhq/app.bsky.feed.post/3kngvpjdcup2t,1067,236,35,False,"Any social media power user would pass the pain box test without trying. Oh, I'm sorry, it's a box that hurts you? I'm already addicted to it, do you have one with GIFs?",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,profmusgrave.bsky.social,profmusgrave.bsky.social,True,at://did:plc:kyttpb6um57f4c2wep25lqhq/app.bsky.feed.post/3kngvpjdcup2t,0.11202335,0,0.24240397,0,0.28065717,0,0.26313692,0,0.43125516,0,0.26898047,0,0.44316724,0,0.489212,0,0.16119345,0,0.61540717,1,0.33423847,0,0.24793908,0,1338
https://bsky.app/profile/eladn.bsky.social/post/3knrbd6hnj42v,2024-03-15T21:37:57.647Z,at://did:plc:ukhaigpilraq5laa2pdmrwph/app.bsky.feed.post/3knrbd6hnj42v,940,370,14,True,The reason we need to keep talking about this is that it’s not about him being a hypocrite. It’s about the fact that a major social media platform has turned into a propaganda arm of the fascist right and that freedom of speech and press is under attack on this platform and beyond.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,eladn.bsky.social,eladn.bsky.social,False,at://did:plc:ukhaigpilraq5laa2pdmrwph/app.bsky.feed.post/3knrbd6hnj42v,0.40614098,0,0.38582096,0,0.47376373,0,0.61912376,1,0.23891157,0,0.4193646,0,0.35391074,0,0.70775896,1,0.2136162,0,0.73097026,1,0.71007746,1,0.63260055,1,1324
https://bsky.app/profile/theferocity.bsky.social/post/3knghe24qtm2n,2024-03-11T14:26:32.125Z,at://did:plc:7ikl5b575otp6uxqsddmvuzh/app.bsky.feed.post/3knghe24qtm2n,1142,112,53,False,"The Royal Family has really fucked up because now even I’m like “okay, what have y’all done with that lady???”",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,theferocity.bsky.social,theferocity.bsky.social,False,at://did:plc:7ikl5b575otp6uxqsddmvuzh/app.bsky.feed.post/3knghe24qtm2n,0.7701451,1,0.19247882,0,0.15131176,0,0.08430689,0,0.35282215,0,0.07629398,0,0.22068773,0,0.71950793,1,0.36194822,0,0.41474533,0,0.65768176,1,0.4691713,0,1307
https://bsky.app/profile/rbreich.bsky.social/post/3kno63o53g22f,2024-03-14T16:02:05.489Z,at://did:plc:4u3hwe3p7oy3hoy3amlw7rp2/app.bsky.feed.post/3kno63o53g22f,985,273,48,True,I'm not saying we shouldn't worry about how China might be using TikTok to steal our data and manipulate us... But why aren't we at least as worried about the U.S. billionaires who own the other apps stealing our data and trying to manipulate us?,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,rbreich.bsky.social,rbreich.bsky.social,False,at://did:plc:4u3hwe3p7oy3hoy3amlw7rp2/app.bsky.feed.post/3kno63o53g22f,0.21107252,0,0.38138592,0,0.43338785,0,0.4270814,0,0.6680773,1,0.38107905,0,0.22190776,0,0.52004623,1,0.45298073,0,0.69755375,1,0.5810307,1,0.7124692,1,1306
https://bsky.app/profile/catsofyore.bsky.social/post/3knf6jn2hbl2d,2024-03-11T02:15:56.505Z,at://did:plc:xrr5j2okn7ew2zvcwsxus3gb/app.bsky.feed.post/3knf6jn2hbl2d,1190,57,39,False,Fergus asked me to take a photo to get a sponsorship deal with churu. I didn’t have the heart to tell him that the Inaba company isn’t on bluesky so please just play along and pretend to be excited churu executives.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,catsofyore.bsky.social,catsofyore.bsky.social,False,at://did:plc:xrr5j2okn7ew2zvcwsxus3gb/app.bsky.feed.post/3knf6jn2hbl2d,0.048842013,0,0.3304673,0,0.28065717,0,0.30777118,0,0.11440699,0,0.26131186,0,0.5978054,1,0.38985714,0,0.084656976,0,0.10503709,0,0.25019324,0,0.10108794,0,1286
https://bsky.app/profile/fleerultra.bsky.social/post/3knofganxyk2z,2024-03-14T18:13:16.498Z,at://did:plc:ifnpirhh7ihbsqyee5yjrlam/app.bsky.feed.post/3knofganxyk2z,949,319,13,True,"a good lesson that no matter how mild and non-partisan any specific court-reform is, institutional GOP will vehemently oppose it and decry it as partisan hardball because they know they have complete control of the courts and do not want to cede an ounce of that power. you cannot avoid this fight.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,fleerultra.bsky.social,fleerultra.bsky.social,False,at://did:plc:ifnpirhh7ihbsqyee5yjrlam/app.bsky.feed.post/3knofganxyk2z,0.037577134,0,0.46774283,0,0.19381917,0,0.62178636,1,0.25266296,0,0.50442195,1,0.07690128,0,0.57878286,1,0.72048134,1,0.78473717,1,0.42278007,0,0.49397594,0,1281
https://bsky.app/profile/catsofyore.bsky.social/post/3knrzlavx4n2z,2024-03-16T04:51:58.683Z,at://did:plc:xrr5j2okn7ew2zvcwsxus3gb/app.bsky.feed.post/3knrzlavx4n2z,1164,87,28,False,Sorry to post something from The Other Site but I was alerted to this update on an FIV+ cat I had posted over and over on that account since 2022. HE FINALLY FOUND A HOME! 😭,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,catsofyore.bsky.social,catsofyore.bsky.social,False,at://did:plc:xrr5j2okn7ew2zvcwsxus3gb/app.bsky.feed.post/3knrzlavx4n2z,0.09915545,0,0.4599112,0,0.53262734,1,0.4835459,0,0.32525784,0,0.38468158,0,0.66136944,1,0.08587476,0,0.106330596,0,0.037159774,0,0.14481643,0,0.09395382,0,1279
https://bsky.app/profile/juliadoubleday.bsky.social/post/3knhlxhbewv2k,2024-03-12T01:21:38.329Z,at://did:plc:uinbs356r3h5gbyc7mwkuzrz/app.bsky.feed.post/3knhlxhbewv2k,857,391,23,True,"I wrote about @npr.org ‘s decision to frame disabled people's ongoing exclusion from all public spaces as an annoyance to be navigated by individuals, rather than a massive civil rights violation to be challenged by the collective. https://www.thegauntlet.news/p/disabled-peoples-exclusion-from-indoor?r=223wa&utm_campaign=post&utm_medium=web",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,juliadoubleday.bsky.social,juliadoubleday.bsky.social,False,at://did:plc:uinbs356r3h5gbyc7mwkuzrz/app.bsky.feed.post/3knhlxhbewv2k,0.038048524,0,0.15114407,0,0.62032735,1,0.6010257,1,0.23891157,0,0.49108768,0,0.416525,0,0.4359918,0,0.15898217,0,0.47405276,0,0.6260153,1,0.44242764,0,1271
https://bsky.app/profile/luckytran.bsky.social/post/3knglwgkla326,2024-03-11T15:48:24.012Z,at://did:plc:dcpvyzm4ou74j6zcz67il5fk/app.bsky.feed.post/3knglwgkla326,895,356,12,True,"4 years ago today, the WHO declared COVID a pandemic. Today, we will rightfully remember the tens of millions of people who have died. We must never forget. But we must also remember COVID is still killing, disabling, and excluding too many. We are still in a pandemic. We still need to act.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,luckytran.bsky.social,luckytran.bsky.social,False,at://did:plc:dcpvyzm4ou74j6zcz67il5fk/app.bsky.feed.post/3knglwgkla326,0.07450261,0,0.4432165,0,0.75584805,1,0.67749506,1,0.090076774,0,0.5466309,1,0.44631228,0,0.2311306,0,0.5629873,1,0.5059629,1,0.43693632,0,0.3123687,0,1263
https://bsky.app/profile/surcomplicated.bsky.social/post/3knexl344bs2f,2024-03-11T00:11:29.638Z,at://did:plc:lvwodiqbcwtvas6n4nfpkokt/app.bsky.feed.post/3knexl344bs2f,986,266,10,False,"Say what you will about Ea-Nasir, but he sure as hell would never violate 18 U.S.C. § 1519 by failing to preserve any ""any record, document, or tangible object"" potentially subject to federal investigation. His business records outlived his entire goddamn civilization.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,surcomplicated.bsky.social,surcomplicated.bsky.social,False,at://did:plc:lvwodiqbcwtvas6n4nfpkokt/app.bsky.feed.post/3knexl344bs2f,0.49139655,0,0.14633444,0,0.062396392,0,0.3263803,0,0.12658814,0,0.2566848,0,0.054694567,0,0.6690491,1,0.30296245,0,0.46512672,0,0.54814565,1,0.42058104,0,1262
https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntudijxkk2e,2024-03-16T22:23:29.042Z,at://did:plc:c6k2ozisr2bbitsafwwyistf/app.bsky.feed.post/3kntudijxkk2e,901,338,10,True,today is the 3 year anniversary of the atlanta spa shooting,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,ruemcclammyhand.bsky.social,ruemcclammyhand.bsky.social,True,at://did:plc:c6k2ozisr2bbitsafwwyistf/app.bsky.feed.post/3kntudijxkk2e,0.15932569,0,0.104675725,0,0.22616051,0,0.12838791,0,0.046755966,0,0.101815864,0,0.25923225,0,0.2700018,0,0.44468454,0,0.31022376,0,0.32962507,0,0.34634236,0,1249
https://bsky.app/profile/econroy.bsky.social/post/3knirhf3gal26,2024-03-12T12:32:41.289Z,at://did:plc:xxovf5g6phy42jgezh55wjpx/app.bsky.feed.post/3knirhf3gal26,876,363,9,True,"If it wasn’t already clear, these anti LGBTQ laws are literally and figuratively legislative violence against queer people

https://www.washingtonpost.com/education/2024/03/12/school-lgbtq-hate-crimes-incidents/",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,econroy.bsky.social,econroy.bsky.social,False,at://did:plc:xxovf5g6phy42jgezh55wjpx/app.bsky.feed.post/3knirhf3gal26,0.30439767,0,0.14154164,0,0.5189085,1,0.49003506,0,0.37720883,0,0.3614341,0,0.16832852,0,0.5713214,1,0.30296245,0,0.63005644,1,0.6130633,1,0.49179223,0,1248
https://bsky.app/profile/normative.bsky.social/post/3knm3cftdos2r,2024-03-13T20:06:50.857Z,at://did:plc:jdfwnosj5tavojrkinbcor6h/app.bsky.feed.post/3knm3cftdos2r,893,335,17,True,"As others have argued, the most imminent political risk of AI isn’t so much the creation of more sophisticated disinfo, but fostering a climate where anything might be fake, therefore you have permission to believe whatever you find emotionally satisfying.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,normative.bsky.social,normative.bsky.social,False,at://did:plc:jdfwnosj5tavojrkinbcor6h/app.bsky.feed.post/3knm3cftdos2r,0.044141594,0,0.2662679,0,0.24863632,0,0.63306653,1,0.45291796,0,0.5827628,1,0.038025744,0,0.42344263,0,0.8787306,1,0.617125,1,0.33882767,0,0.25054792,0,1245
https://bsky.app/profile/thetattooedprof.bsky.social/post/3kng25fyspk2j,2024-03-11T10:30:10.811Z,at://did:plc:6sdn2o7q6tpzfwkcqdinx5sw/app.bsky.feed.post/3kng25fyspk2j,889,309,37,False,"Hey, remember MOOCs? Remember ""the year of the MOOC?"" Remember how UVA's board tried to fire the president because she wasn't sufficiently hyped about MOOCs? Remember how Sebastian Thrun (Udacity) said there would eventually be only 10 higher-ed outlets bc of MOOCs? Just thought I'd ask.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,thetattooedprof.bsky.social,thetattooedprof.bsky.social,False,at://did:plc:6sdn2o7q6tpzfwkcqdinx5sw/app.bsky.feed.post/3kng25fyspk2j,0.029327808,0,0.28066093,0,0.2017425,0,0.47722873,0,0.71583414,1,0.42676747,0,0.39807954,0,0.2158515,0,0.17230326,0,0.28273755,0,0.2067963,0,0.18657853,0,1235
https://bsky.app/profile/jbouie.bsky.social/post/3knstcm42kk2h,2024-03-16T12:32:25.792Z,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3knstcm42kk2h,926,280,27,True,this from @radleybalko.bsky.social is very good,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,jbouie.bsky.social,jbouie.bsky.social,False,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3knstcm42kk2h,0.037577134,0,0.25667855,0,0.16594493,0,0.19458519,0,0.18978162,0,0.113268904,0,0.23049566,0,0.12633319,0,0.10259992,0,0.08366723,0,0.106318,0,0.13018231,0,1233
https://bsky.app/profile/joshuafoust.com/post/3knmafln2q42k,2024-03-13T21:38:06.145Z,at://did:plc:36lot6lvgs2vmhb3xyclrgdc/app.bsky.feed.post/3knmafln2q42k,891,310,29,True,"Looks like the cops are going to lie about Nex. Having two common drugs people often take together in your system, Benadryl and Prozac, does not mean your death was intentional. It's dangerous to take Nyquil with Prozac, but not Benadryl. Absent more information, I would distrust their finding.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,joshuafoust.com,joshuafoust.com,False,at://did:plc:36lot6lvgs2vmhb3xyclrgdc/app.bsky.feed.post/3knmafln2q42k,0.11057663,0,0.28544915,0,0.53339165,1,0.81285334,1,0.43497673,0,0.7772561,1,0.07509518,0,0.3227865,0,0.48500362,0,0.43064764,0,0.39685148,0,0.28253022,0,1230
https://bsky.app/profile/secretaboutbox.bsky.social/post/3knlr7zguc22r,2024-03-13T17:06:33.248Z,at://did:plc:pzvko3dvcjbysqakwci3t3gf/app.bsky.feed.post/3knlr7zguc22r,965,207,53,True,"post trans joy, fill the timeline i saw trans women being so happy in their bodies and how beautiful they were, and eventually it overwhelmed me. after telling myself for so long how lucky they were to Do That i decided i could as well. mirrors and clothes are companions now, not adversaries.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,secretaboutbox.bsky.social,secretaboutbox.bsky.social,True,at://did:plc:pzvko3dvcjbysqakwci3t3gf/app.bsky.feed.post/3knlr7zguc22r,0.19870108,0,0.618539,1,0.4393238,0,0.40433276,0,0.123238094,0,0.54269063,1,0.7933076,1,0.30071327,0,0.122394055,0,0.34511045,0,0.15946186,0,0.11361808,0,1225
https://bsky.app/profile/edyong209.bsky.social/post/3kntq5w2o4s2l,2024-03-16T21:08:46.977Z,at://did:plc:52ecd2d4or75ecwgcuw3cg3u/app.bsky.feed.post/3kntq5w2o4s2l,1088,110,26,False,And now for some not-birds: we saw a white-nosed coati at Patagonia Lake State Park last week! It posed on this rock like the king of the forest before lolloping off.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,edyong209.bsky.social,edyong209.bsky.social,False,at://did:plc:52ecd2d4or75ecwgcuw3cg3u/app.bsky.feed.post/3kntq5w2o4s2l,0.071337044,0,0.21174517,0,0.08360307,0,0.43360853,0,0.13628586,0,0.32125223,0,0.62016255,1,0.121555254,0,0.08115245,0,0.15619703,0,0.12561196,0,0.08700661,0,1224
